AUTHENTICATION_BETA_REGION,Beta=0
ConsoleSkin/Name/ConsoleGeneric_Scourge,天譴軍團 /// Scourge=11799
ConsoleSkin/Name/ConsoleGeneric_Sentinels,哨兵 /// Sentinels=11800
ConsoleSkin/Name/ConsoleProtoss_Classic,高畫質重製版神族 /// Remastered Protoss=11801
ConsoleSkin/Name/ConsoleProtoss_Forged,試煉者 /// Forged=11802
ConsoleSkin/Name/ConsoleProtoss_Ihanrii,伊翰利 /// Ihan-rii=11803
ConsoleSkin/Name/ConsoleProtoss_Nerazim,尼拉辛姆 /// Nerazim=11804
ConsoleSkin/Name/ConsoleTerran_Classic,高畫質重製版人類 /// Remastered Terran=11805
ConsoleSkin/Name/ConsoleTerran_CovertOps,特種部隊 /// Special Forces=11806
ConsoleSkin/Name/ConsoleTerran_Junker,米拉掠奪者 /// Mira's Marauders=11807
ConsoleSkin/Name/ConsoleTerran_Silver,泰拉朵 /// Tyrador=11808
ConsoleSkin/Name/ConsoleTerran_Swann,機械化 /// Machined=11809
ConsoleSkin/Name/ConsoleZerg_Abathur,進化完畢 /// Evolved=11810
ConsoleSkin/Name/ConsoleZerg_Classic,高畫質重製版蟲族 /// Remastered Zerg=11811
ConsoleSkin/Name/ConsoleZerg_Mecha,擬態機甲 /// Simulant=11812
ConsoleSkin/Name/ConsoleZerg_RCZ,地獄犬 /// Cerberus=11813
ConsoleSkin/Name/Default,預設 /// Default=11814
ConsoleSkin/Name/Dehaka_ConsoleZerg,原生蟲族 /// Primal=11815
ConsoleSkin/Name/Fenix_ConsoleProtoss,淨化者 /// Purifier=11816
Conversation/CINEMATIC_BETTERMARINE/Line00001,人們說，其實人，在失去自由以後... /// They say a man never really knows himself...=11817
Conversation/CINEMATIC_BETTERMARINE/Line00002,...才會真正地了解自己。 /// until his freedom's been taken away.=11818
Conversation/CINEMATIC_BETTERMARINE/Line00003,我好奇的是， /// I wonder...=11819
Conversation/CINEMATIC_BETTERMARINE/Line00004,你有多了解自己？ /// how well do you know yourself?=11820
Conversation/CINEMATIC_BETTERMARINE/Line00005,囚犯，向前踏上平台。 /// Prisoner, step forward onto the platform.=11821
Conversation/CINEMATIC_BETTERMARINE/Line00006,罪犯 626... /// Convict 626.=11822
Conversation/CINEMATIC_BETTERMARINE/Line00007,殺人犯。 /// Murderer.=11823
Conversation/CINEMATIC_BETTERMARINE/Line00008,海盜... /// Pirate.=11824
Conversation/CINEMATIC_BETTERMARINE/Line00009,叛徒。 /// Traitor.=11825
Conversation/CINEMATIC_BETTERMARINE/Line00010,今天...你自由了。 /// Today... you go free.=11826
Conversation/CINEMATIC_BETTERMARINE/Line00011,但是，你很快就會知道... /// But as you'll soon learn...=11827
Conversation/CINEMATIC_BETTERMARINE/Line00012,就算是自由也要付出代價。 /// even freedom has a price.=11828
Conversation/CINEMATIC_BETTERMARINE/Line00013,密封戰鬥服...並鎖上。 /// Combat suit sealed... and locked.=11829
Conversation/CINEMATIC_BETTERMARINE/Line00014,你將隨身扛著你的監獄。那套裝甲會是你的新牢房。 /// You'll carry your prison with you. That armor will be your new cell.=11830
Conversation/CINEMATIC_BETTERMARINE/Line00015,別搞錯... /// Make no mistake...=11831
Conversation/CINEMATIC_BETTERMARINE/Line00016,戰爭近在眼前， /// War is coming.=11832
Conversation/CINEMATIC_BETTERMARINE/Line00017,隨之而來的，是榮耀... /// With all its glory...=11833
Conversation/CINEMATIC_BETTERMARINE/Line00018,以及恐懼。 /// and all its horror.=11834
Conversation/CINEMATIC_BETTERMARINE/Line00019,芬利先生，自由正在向你招手。 /// Mr. Findlay - your freedom awaits.=11835
Conversation/CINEMATIC_BETTERMARINE/Line00020,哼...也該是時候了。 /// Hell... it's about time.=11836
Conversation/CINEMATIC_END/Line00001,莎拉 /// Sarah.=11837
Conversation/CINEMATIC_END/Line00002,你看到這些了嗎？ /// You reading all this?=11838
Conversation/CINEMATIC_END/Line00003,芬利先生，你收到命令了，去執行任務。 /// You have your orders Mr. Findlay.  Carry them out.=11839
Conversation/CINEMATIC_END/Line00004,泰科斯...你幹了什麼好事？ /// Tychus what have you done?=11840
Conversation/CINEMATIC_END/Line00005,我和魔鬼定了契約，吉米。如果她死了，我就自由了。 /// I made a deal with the devil Jimmy.  She dies I go free.=11841
Conversation/CINEMATIC_END/Line00006,我們都有自己的選擇要面對... /// We all got our choices to make.=11842
Conversation/CINEMATIC_END/Line00007,真是太可惜了... /// Damn shame.=11843
Conversation/CINEMATIC_END/Line00008,吉姆？ /// Jim?=11844
Conversation/CINEMATIC_END/Line00009,放心。有我在。 /// It's okay I gotcha.=11845
Conversation/CINEMATIC_OLDRIVALS/Line00001,蟲群的到來就如同預言所說一般... /// The zerg swarm came as was foretold.=11846
Conversation/CINEMATIC_OLDRIVALS/Line00002,然後神族， /// And the protoss,=11847
Conversation/CINEMATIC_OLDRIVALS/Line00003,神所孕育的第一個物種起身對抗它們。 /// first born of the gods, rose to fight them.=11848
Conversation/CINEMATIC_OLDRIVALS/Line00004,現在，創造我們的薩爾納加...就要返回了。 /// Now, the Xel'Naga that forged us all, are returning.=11849
Conversation/CINEMATIC_OLDRIVALS/Line00005,他們是回來拯救我們...？ /// But do they come to save,=11850
Conversation/CINEMATIC_OLDRIVALS/Line00006,...抑或是毀滅？ /// or to destroy.=11851
Conversation/CINEMATIC_OLDRIVALS/Line00007,(輕笑) /// (Laughter)=11852
Conversation/CINEMATIC_OLDRIVALS/Line00008,我就知道你最後還是會來到 /// I knew you'd find your way here ...=11853
Conversation/CINEMATIC_OLDRIVALS/Line00009,這裡的。 /// eventually.=11854
Conversation/CINEMATIC_OLDRIVALS/Line00010,光是妳的存在就已經玷污了這個地方，凱莉根。 /// Your very presence defiles this place, Kerrigan.=11855
Conversation/CINEMATIC_OLDRIVALS/Line00011,聽見了嗎，澤拉圖—星際間傳來的低鳴聲？ /// Do you hear them, Zeratul?  Whispering from the stars?=11856
Conversation/CINEMATIC_OLDRIVALS/Line00012,銀河將隨之變為火海。 /// The galaxy will burn with their coming.=11857
Conversation/CINEMATIC_OLDRIVALS/Line00013,大概吧... /// Perhaps ...=11858
Conversation/CINEMATIC_OLDRIVALS/Line00014,...但妳沒命可以看到！ /// But you won't live to see it!=11859
Conversation/CINEMATIC_OLDRIVALS/Line00015,拜託。我們之間的小衝突現在已經沒有任何意義。 /// Please ... our petty conflicts mean nothing now.=11860
Conversation/CINEMATIC_OLDRIVALS/Line00016,一個無法阻止的風暴正襲捲而來。 /// A storm is coming that cannot be stopped.=11861
Conversation/CINEMATIC_OLDRIVALS/Line00017,我們該團結起來...一同對抗被毀滅的命運。 /// Fitting, that we should face oblivion together.=11862
Conversation/CINEMATIC_OLDRIVALS/Line00018,不！ /// Never!=11863
Conversation/CINEMATIC_OLDRIVALS/Line00019,命運是無法改變的。 /// Fate cannot be changed.=11864
Conversation/CINEMATIC_OLDRIVALS/Line00020,結局終會來臨。 /// The end comes=11865
Conversation/CINEMATIC_OLDRIVALS/Line00021,輪到我的時候... /// And when it finds me ...=11866
Conversation/CINEMATIC_OLDRIVALS/Line00022,我將欣然接受。 /// I shall embrace it at last.=11867
Conversation/CINEMATIC_OLDRIVALS/Line00023,預言不是絕對的。 /// The prophecy is uncertain.=11868
Conversation/CINEMATIC_OLDRIVALS/Line00024,總是會有希望。 /// There is always hope.=11869
Conversation/CINEMATIC_THEDREAM/Line00001,我是凱莉根。 /// This is Kerrigan.=11870
Conversation/CINEMATIC_THEDREAM/Line00002,我們已經壓制住了神族，但還有一波蟲族正在逼近這裡。 /// We've neutralized the protoss, but there's a wave of zerg advancing on this position.=11871
Conversation/CINEMATIC_THEDREAM/Line00003,我們需要立即撤離 /// We need immediate evac.=11872
Conversation/CINEMATIC_THEDREAM/Line00004,撤銷那個命令。 /// Belay that order.=11873
Conversation/CINEMATIC_THEDREAM/Line00005,我們要離開了。 /// We're moving out.=11874
Conversation/CINEMATIC_THEDREAM/Line00006,什麼？ /// What?!=11875
Conversation/CINEMATIC_THEDREAM/Line00007,你該不會要丟下他們吧？ /// You're not just going to leave her!=11876
Conversation/CINEMATIC_THEDREAM/Line00008,聽從我的命令，所有船艦準備離開塔桑尼斯。 /// All ships prepare to move away from Tarsonis on my mark.=11877
Conversation/CINEMATIC_THEDREAM/Line00009,啊，夥伴們？不是該撤退了嗎？ /// Boys ... how about that evac?=11878
Conversation/CINEMATIC_THEDREAM/Line00010,該死，阿克圖洛斯！ 你不要這樣做。 /// Damn you Arcturus.  Don't do this.=11879
Conversation/CINEMATIC_THEDREAM/Line00011,已經決定了。 /// It's done.=11880
Conversation/CINEMATIC_THEDREAM/Line00012,舵手，發出訊號，要船艦帶我們離開軌道。 /// Helmsman, signal the fleet and take us out of orbit.=11881
Conversation/CINEMATIC_THEDREAM/Line00013,立刻！ /// Now!=11882
Conversation/CINEMATIC_THEDREAM/Line00014,指揮官？ /// Commander?=11883
Conversation/CINEMATIC_THEDREAM/Line00015,吉姆？ /// Jim?=11884
Conversation/CINEMATIC_THEDREAM/Line00016,這到底是怎麼一回事 -- /// What the hell is going on up there?=11885
Conversation/Challengescombined/Comment00001,注意：我們應該可把這些放在設計者要求的模組支援對話之中就好。 /// Note: We should be able to simply put these together from the mod support dialogue the designers requested.=11886
Conversation/Challengescombined/Comment00002,警告 /// Warning=11887
Conversation/Challengescombined/Comment00003,警告 /// Warning=11888
Conversation/Challengescombined/Comment00004,警告 /// Warning=11889
Conversation/Challengescombined/Group00001,人類秘密行動 /// Terran covert ops=11890
Conversation/Challengescombined/Group00002,蟲族感染 /// Zerg Infestation=11891
Conversation/Challengescombined/Group00003,神族幽能 /// Protoss Psionics=11892
Conversation/Challengescombined/Group00004,人類戰鬥 /// Terran Combat=11893
Conversation/Challengescombined/Group00005,神族戰鬥 /// Protoss Combat=11894
Conversation/Challengescombined/Group00006,蟲族戰鬥 /// Zerg Combat=11895
Conversation/Challengescombined/Group00007,人類防禦 /// Terran Defense=11896
Conversation/Challengescombined/Group00008,單位戰術 /// Unit Tactics=11897
Conversation/Challengescombined/Group00009,經濟 /// Economy=11898
Conversation/Challengescombined/Group00010,神族進階指令 /// Protoss Advanced Commands=11899
Conversation/Challengescombined/Group00011,所有挑戰 /// For all challenges=11900
Conversation/Challengescombined/Group00012,挑戰 /// Challenges=11901
Conversation/Challengescombined/Group00013,死神從空而降 /// Death from above=11902
Conversation/Challengescombined/Group00014,人類的挑戰 /// For all challenges terran=11903
Conversation/Challengescombined/Group00015,蟲族的挑戰 /// For all challenges zerg=11904
Conversation/Challengescombined/Group00016,神族的挑戰 /// For all challenges protoss=11905
Conversation/Challengescombined/Group00017,開局策略 /// Opening Strategies=11906
Conversation/Challengescombined/Group00018,人類開場 /// Terran Opening=11907
Conversation/Challengescombined/Group00019,神族開場 /// Protoss Opening=11908
Conversation/Challengescombined/Group00020,蟲族開場 /// Zerg Opening=11909
Conversation/GhostFemale/Group00001,準備完成 /// Ready=11910
Conversation/GhostFemale/Group00002,什麼=11911
Conversation/GhostFemale/Group00003,是 /// Yes=11912
Conversation/GhostFemale/Group00004,攻擊 /// Attack=11913
Conversation/GhostFemale/Group00005,救命 /// Help=11914
Conversation/GhostFemale/Group00006,生氣=11915
Conversation/GhostFemale/Group00007,能量過低=11916
Conversation/GhostFemale/Group00008,匿蹤 /// Cloak=11917
Conversation/GhostFemale/Group00009,核彈攻擊=11918
Conversation/GhostFemale/Group00010,電磁脈衝波=11919
Conversation/GhostFemale/Group00011,進入碉堡=11920
Conversation/GhostFemale/Group00012,死亡 /// Death=11921
Conversation/GhostFemale/Group00013,離開碉堡=11922
Conversation/GhostFemale/Group00014,撤離=11923
Conversation/GhostFemale/Group00015,神經寄生=11924
Conversation/GhostFemale/Group00016,準備完成 /// Ready=11925
Conversation/GhostFemale/Group00017,什麼=11926
Conversation/GhostFemale/Group00018,攻擊 /// Attack=11927
Conversation/GhostFemale/Group00019,死亡 /// Death=11928
Conversation/GhostFemale/Line00001,幽靈特務報到。 /// Ghost reporting.=11929
Conversation/ModUtilityVoice/Group00001,功能 /// Utility=11930
Conversation/ModUtilityVoice/Group00002,數字 /// Numbers=11931
Conversation/ModUtilityVoice/Group00003,字母 /// Letters=11932
Conversation/ModUtilityVoice/Group00004,結果 /// Outcomes=11933
Conversation/ModUtilityVoice/Group00005,方向 /// Directions=11934
Conversation/ModUtilityVoice/Group00006,第X名 /// X Place=11935
Conversation/ModUtilityVoice/Group00007,打招呼／再見 /// Greetings/Goodbyes=11936
Conversation/ModUtilityVoice/Group00008,道賀 /// Compliments=11937
Conversation/ModUtilityVoice/Group00009,顏色 /// Colors=11938
Conversation/ModUtilityVoice/Group00010,評論 /// Commentary=11939
Conversation/ModUtilityVoice/Group00011,進展 /// Progression=11940
Conversation/ModUtilityVoice/Group00012,事件 /// Events=11941
Conversation/ModUtilityVoice/Group00013,雜項 /// Miscellaneous=11942
Conversation/Speaker/Adjutant,副官 /// Adjutant=11943
Conversation/Speaker/Arcturus,阿克圖洛斯 /// Arcturus=11944
Conversation/Speaker/Kerrigan,凱莉根 /// Kerrigan=11945
Conversation/Speaker/Raynor,雷諾 /// Raynor=11946
Conversation/Speaker/Tychus,泰科斯 /// Tychus=11947
Conversation/Speaker/Zeratul,澤拉圖 /// Zeratul=11948
Conversation/Tutorial/Comment00001,提示：可在畫面左上方找到「訊息記錄」的按鈕。點選此按鈕將會顯示所有過往的對話。 /// TIP: In the upper left of the screen you will find the Message Log button. Clicking on this will bring up all previous conversations.=11949
Conversation/Tutorial/Comment00002,第二目標：建造一個瓦斯精煉廠 /// Second Objective: Construct a Refinery=11950
Conversation/Tutorial/Comment00003,第一目標：採集晶礦（0/300） /// First Objective: Gather Minerals (0/300)=11951
Conversation/Tutorial/Comment00004,第一目標：滾動滑鼠來控制鏡頭 /// First Objective: Scroll Camera with Mouse=11952
Conversation/Tutorial/Comment00005,第二目標：左鍵點擊小地圖 /// Second Objective: Left-Click on Mini Map=11953
Conversation/Tutorial/Comment00006,第一目標：選取陸戰隊 /// First Objective: Select Marine=11954
Conversation/Tutorial/Comment00007,第二目標：移動陸戰隊 /// Second Objective: Move Marine=11955
Conversation/Tutorial/Comment00008,第三目標：將陸戰隊移至黑色遮罩之中 /// Third Objective: Move Marine into Black Mask=11956
Conversation/Tutorial/Comment00009,第四目標：選取所有的陸戰隊 /// Fourth Objective: Select all Marines=11957
Conversation/Tutorial/Comment00010,第五目標：移動所有的陸戰隊 /// Fifth Objective: Move all Marines =11958
Conversation/Tutorial/Comment00011,第一目標：擊殺紅色的陸戰隊 /// First Objective: Kill the Red Marines=11959
Conversation/Tutorial/Comment00012,第二目標：擊殺紅色的陸戰隊和補給站 /// Second Objective: Kill the Red Marines and Supply Depot=11960
Conversation/Tutorial/Comment00013,第一目標：選取太空工程車 /// First Objective: Select SCV=11961
Conversation/Tutorial/Comment00014,第二目標：建造一個指揮中心 /// Second Objective: Build a Command Center =11962
Conversation/Tutorial/Comment00015,第三目標：採集高能瓦斯（0/100） /// Third Objective: Gather Vespene Gas (0/100)=11963
Conversation/Tutorial/Comment00016,第一目標：訓練陸戰隊（0/3） /// First Objective: Train Marines (0/3)=11964
Conversation/Tutorial/Comment00017,第二目標：建造一個科技實驗室 /// Second Objective: Construct a Tech-Lab=11965
Conversation/Tutorial/Comment00018,第三目標：訓練掠奪者（0/1） /// Third Objective: Train a Marauder (0/1)=11966
Conversation/Tutorial/Comment00019,第一目標：建造一個補給站 /// First Objective: Build a Supply Depot=11967
Conversation/Tutorial/Comment00020,第一目標：變形一個孵化所 /// First Objective: Mutate a Hatchery=11968
Conversation/Tutorial/Comment00021,第一目標：變形一個孵化所 /// First Objective: Mutate a Hatchery=11969
Conversation/Tutorial/Comment00022,第二目標：變形一隻工蟲（0/3） /// Second Objective: Morph a Drone (0/3)=11970
Conversation/Tutorial/Comment00023,第二目標：變形一隻工蟲（0/3） /// Second Objective: Morph a Drone (0/3)=11971
Conversation/Tutorial/Comment00024,第三目標：變形一個孵化池 /// Third Objective: Mutate a Spawning Pool=11972
Conversation/Tutorial/Comment00025,第四目標：變形一隻王蟲（0/1） /// Fourth Objective: Morph an Overlord (0/1)=11973
Conversation/Tutorial/Comment00026,第三目標：變形一個孵化池 /// Third Objective: Mutate a Spawning Pool=11974
Conversation/Tutorial/Comment00027,第四目標：變形一隻王蟲（0/1） /// Fourth Objective: Morph an Overlord (0/1)=11975
Conversation/Tutorial/Comment00028,第一目標：躍傳一個星核 /// First Objective: Warp in a Nexus=11976
Conversation/Tutorial/Comment00029,第二目標：躍傳一個水晶塔 /// Second Objective: Warp in a Pylon=11977
Conversation/Tutorial/Comment00030,第三目標：躍傳一個傳送門 /// Three Objective: Warp in a Gateway=11978
Conversation/Tutorial/Comment00031,第一目標：躍傳一個星核 /// First Objective: Warp in a Nexus=11979
Conversation/Tutorial/Comment00032,第二目標：躍傳一個水晶塔 /// Second Objective: Warp in a Pylon=11980
Conversation/Tutorial/Comment00033,第三目標：躍傳一個傳送門 /// Three Objective: Warp in a Gateway=11981
Conversation/Tutorial/Comment00034,如果教學主視窗閒置太久的話，會出現以下提醒訊息： /// Below is a gentle reminder that plays if the player sits at the tutorial main screen for too long:=11982
Conversation/Tutorial/Comment00035,如果教學主視窗閒置時間超過5分鐘，會出現這句隱藏台詞。 /// Easter Egg line if the player leaves the Tutorial main screen idle for 5 minutes.=11983
Conversation/Tutorial/Group00001,教學 /// Tutorial=11984
Conversation/Tutorial/Group00002,總覽 /// Overview=11985
Conversation/Tutorial/Group00003,鏡頭控制 /// Camera Control=11986
Conversation/Tutorial/Group00004,移動 /// Movement=11987
Conversation/Tutorial/Group00005,戰鬥 /// Combat=11988
Conversation/Tutorial/Group00006,人類_建造基地 /// Terran Base Construction=11989
Conversation/Tutorial/Group00007,人類_採集資源 /// Terran Resource Collection=11990
Conversation/Tutorial/Group00008,人類_生產單位 /// Terran Unit Production=11991
Conversation/Tutorial/Group00009,人類補給 /// Terran Supply=11992
Conversation/Tutorial/Group00010,蟲族 /// Zerg=11993
Conversation/Tutorial/Group00011,蟲族蟲苔 /// Zerg Creep=11994
Conversation/Tutorial/Group00012,蟲族_建造基地 /// Zerg Base Construction=11995
Conversation/Tutorial/Group00013,蟲族_生產單位 /// Zerg Unit Production=11996
Conversation/Tutorial/Group00014,神族_建造基地 /// Protoss Base Construction=11997
Conversation/Tutorial/Group00015,神族總覽 /// Protoss General=11998
Conversation/Tutorial/Group00016,戰場功能 /// Battlefield Features=11999
Conversation/Tutorial/Group00017,編隊 /// Control Groups=12000
Conversation/Tutorial/Group00018,命令佇列 /// Queuing Orders=12001
Conversation/Tutorial/Group00019,聊天 /// Chat=12002
Conversation/Tutorial/Group00020,單位技能 /// Unit Abilities=12003
Conversation/Tutorial/Group00021,指定建築集結點 /// Assigning Building Rally Points=12004
Conversation/Tutorial/Group00022,熱鍵 /// Hotkeys=12005
Conversation/Tutorial/Group00023,偵察 /// Scouting=12006
Conversation/Tutorial/Group00024,教學介紹 /// Tutorial Intro=12007
Conversation/Tutorial/Group00025,蟲族基地建造 - 后蟲語音 /// Zerg Base Construction - Queen VO=12008
Conversation/Tutorial/Group00026,蟲族 - 后蟲語音 /// Zerg - Queen VO=12009
Conversation/Tutorial/Group00027,蟲族單位生產 - 后蟲語音 /// Zerg Unit Production - Queen VO=12010
Conversation/Tutorial/Group00028,神族總覽 - 執行官語音 /// Protoss General - Executor VO=12011
Conversation/Tutorial/Group00029,神族基地建造 - 執行官語音 /// Protoss Base Construction - Executor VO=12012
Conversation/Tutorial/Group00030,蟲族蟲苔 -- 后蟲語音 /// Zerg Creep -- Queen VO=12013
Conversation/Tutorial/Group00031,廢棄的台詞=12014
Conversation/Tutorial/Line00212,若要提高可用單位的最大值，你必須建造補給站。選取一台太空工程車並按左鍵點選「建造建築」。 /// To increase the maximum number of units available, you must build supply depots. To do this, select an SCV and left-click the Build Structures button.=12015
Conversation/Tutorial/Line00213,接著按左鍵點選「建造補給站」，再按左鍵點選任一處來放置該補給站。 /// Left-click on Build Supply Depot and left-click anywhere to place the Supply Depot.=12016
ConversationState/TutorialLoadScreenText/Tutorial Load Screen Text,教學讀取畫面的文字 /// Tutorial Load Screen Text=12017
ConversationState/TutorialLoadScreenText/Tutorial Load Screen Text/Info/,這些教學會說明如何執行《星海爭霸II》的基礎操作。其他教學則涵蓋了關於神族及蟲族的基礎操作。如果你錯過了副官所說的任何事，可隨時按下訊息記錄[F11]來查看其文本。 /// These tutorials will explain basic gameplay in StarCraft II. An introduction to protoss and zerg gameplay is also covered. If you miss anything the Adjutant says you can press Message Log [F11] at any time to see a transcript.=12018
ConversationState/TutorialLoadScreenText/Tutorial Load Screen Text/Info/Tutorial Load Screen Text,這些教學會說明如何執行《星海爭霸II》的基礎操作。其他教學則涵蓋了關於神族及蟲族的基礎操作。如果你錯過了副官所說的任何事，可隨時按下訊息記錄[F11]來查看其文本。 /// These tutorials will explain basic gameplay in StarCraft II. An introduction to protoss and zerg gameplay is also covered. If you miss anything the Adjutant says you can press Message Log [F11] at any time to see a transcript.=12019
DataCollection/Name/LoadOutSpray,載入噴漆=12020
DataCollection/Name/Spray,噴漆=12021
DecalPack/Name/WarChestSeason4_Protoss,塔達力姆 /// Tal'darim=12022
DecalPack/Name/WarChestSeason4_Terran,特種部隊 /// Special Forces=12023
DecalPack/Name/WarChestSeason4_Zerg,擬態機甲 /// Simulant=12024
DecalPack/Name/WarChestSeason5_Free,雷諾的響尾蛇 /// Raynor's Rattler=12025
DecalPack/Name/WarChestSeason5_Protoss,伊翰利 /// Ihan-rii=12026
DecalPack/Name/WarChestSeason5_Terran,泰拉朵 /// Tyrador=12027
DecalPack/Name/WarChestSeason5_Zerg,地獄犬 /// Cerberus=12028
DecalPack/Name/WarChestSeason6_Free,經典《星海爭霸》 /// Classic StarCraft=12029
Effect/Name/250mmStrikeCannonsApplyBehavior,250mm Strike Cannons (Apply Behavior)=12030
Effect/Name/250mmStrikeCannonsCreatePersistent,250mm Strike Cannons (Create Persistent)=12031
Effect/Name/250mmStrikeCannonsDamage,250mm Strike Cannons (Damage)=12032
Effect/Name/250mmStrikeCannonsDummy,250mm Strike Cannons (Dummy)=12033
Effect/Name/250mmStrikeCannonsSet,250mm Strike Cannons (Set)=12034
Effect/Name/90mmCannons,Arclite Cannon (Damage)=12035
Effect/Name/AIDangerDamageLarge,AIDanger Damage Large=12036
Effect/Name/AIDangerDamageSmall,AIDanger Damage Small=12037
Effect/Name/AIDangerEffect,AIDanger Effect=12038
Effect/Name/ATALaserBatteryLM,ATA Laser Battery=12039
Effect/Name/ATALaserBatteryU,ATA Laser Battery=12040
Effect/Name/ATSLaserBatteryLM,ATS Laser Battery=12041
Effect/Name/ATSLaserBatteryU,ATS Laser Battery=12042
Effect/Name/AcidSalivaLM,Needle Spines (Missile)=12043
Effect/Name/AcidSalivaU,Needle Spines=12044
Effect/Name/AcidSpines,Acid Spines=12045
Effect/Name/AcidSpinesLM,Acid Spines=12046
Effect/Name/ArenaTurretDamage,Arena Turret (Damage)=12047
Effect/Name/AssimilatorRichAB,Assimilator Rich AB=12048
Effect/Name/AssimilatorRichRB,Assimilator Rich RB=12049
Effect/Name/AssimilatorRichSearch,Assimilator Rich Search=12050
Effect/Name/AssimilatorRichSet,Assimilator Rich Set=12051
Effect/Name/AttackCancel,Attack Cancel=12052
Effect/Name/AutoTurret,Twin Autocannons (Damage)=12053
Effect/Name/AutoTurretRelease,Auto Turret Release=12054
Effect/Name/AutoTurretReleaseLM,Auto Turret Release=12055
Effect/Name/AutoTurretReleaseLaunch,Auto Turret Release Launch=12056
Effect/Name/AutoTurretSet,Auto Turret (Set)=12057
Effect/Name/AutoturretTimedLife,Auto turret Timed Life=12058
Effect/Name/BacklashRockets,Backlash Rockets=12059
Effect/Name/BacklashRocketsLM,Backlash Rockets=12060
Effect/Name/BacklashRocketsU,Backlash Rockets=12061
Effect/Name/BanelingDontExplode,Suicide (Remove Buff)=12062
Effect/Name/Blink,Blink (Teleport)=12063
Effect/Name/BroodlingAttack,Broodling Attack=12064
Effect/Name/BroodlingEscort,Broodling Escort=12065
Effect/Name/BroodlingEscortCU,Broodling Escort CU=12066
Effect/Name/BroodlingEscortDamage,Broodling Escort Damage=12067
Effect/Name/BroodlingEscortDamageSet,Broodling Escort Damage Set=12068
Effect/Name/BroodlingEscortDamageUnit,Broodling Escort Damage Unit=12069
Effect/Name/BroodlingEscortFallbackMissile,Broodling Escort Fallback Missile=12070
Effect/Name/BroodlingEscortImpact,Broodling Escort Impact=12071
Effect/Name/BroodlingEscortImpactA,Broodling Escort Impact A=12072
Effect/Name/BroodlingEscortImpactB,Broodling Escort Impact B=12073
Effect/Name/BroodlingEscortImpactTransfer,Broodling Escort Impact Transfer=12074
Effect/Name/BroodlingEscortLaunch,Broodling Escort Launch=12075
Effect/Name/BroodlingEscortLaunchA,Broodling Escort Launch A=12076
Effect/Name/BroodlingEscortLaunchB,Broodling Escort Launch B=12077
Effect/Name/BroodlingEscortLaunchBTransfer,Broodling Escort Launch B Transfer=12078
Effect/Name/BroodlingEscortMissile,Broodling Escort Missile=12079
Effect/Name/BroodlingEscortMissileB,Broodling Escort Missile B=12080
Effect/Name/BroodlingEscortRelease,Broodling Escort Release=12081
Effect/Name/BroodlingEscortStructure,Broodling Escort Structure=12082
Effect/Name/BroodlingEscortUnitSet,Broodling Escort Unit Set=12083
Effect/Name/BroodlingTimedLife,Broodling Timed Life=12084
Effect/Name/BurndownDamage,Burndown Damage=12085
Effect/Name/C10CanisterRifle,C-10 Canister Rifle=12086
Effect/Name/CCBirthSet,CCBirthSet=12087
Effect/Name/CCCreateSet,CCCreateSet=12088
Effect/Name/CCLoadDummy,CC Load Dummy=12089
Effect/Name/CCUnloadDummy,CC Unload Dummy=12090
Effect/Name/CalldownMULECreatePersistent,Calldown MULE (Create Persistent)=12091
Effect/Name/CalldownMULECreateSet,Calldown MULE (Create Set)=12092
Effect/Name/CalldownMULECreateUnit,Calldown MULE (Create Unit)=12093
Effect/Name/CalldownMULEFinalSet,Calldown MULE (Final Set)=12094
Effect/Name/CalldownMULEIssueOrder,Calldown MULE (Issue Order)=12095
Effect/Name/CalldownMULETimedLife,Calldown MULE (Timed Life)=12096
Effect/Name/CancelAttackOrders,Cancel Attack Orders=12097
Effect/Name/CarrierInterceptor,Launch Interceptor (Magazine)=12098
Effect/Name/CasterHealtoFullEnergy,=12099
Effect/Name/ChangelingTimedLife,Timed Life=12100
Effect/Name/Charge,Charge (Apply Buff)=12101
Effect/Name/ChronoBoost,Chrono Boost=12102
Effect/Name/ChronoBoostAlert,Chrono Boost=12103
Effect/Name/Claws,Claws (Damage)=12104
Effect/Name/CloakingField,Cloaking Field=12105
Effect/Name/CloakingFieldSearch,Cloaking Field Search=12106
Effect/Name/Contaminate,Contaminate=12107
Effect/Name/ContaminateApplyBehavior,Contaminate Apply Behavior=12108
Effect/Name/ContaminateDummy,Contaminate Dummy=12109
Effect/Name/ContaminateLaunchMissile,Contaminate Launch Missile=12110
Effect/Name/Corruption,Corruption=12111
Effect/Name/CorruptionApplyBehavior,Corruption=12112
Effect/Name/CorruptionDummy,Corruption=12113
Effect/Name/CorruptionLaunchMissile,Corruption=12114
Effect/Name/CrucioShockCannonBlast,Crucio Shock Cannon Blast=12115
Effect/Name/CrucioShockCannonBlastSet,Crucio Shock Cannon Blast Set=12116
Effect/Name/CrucioShockCannonDirected,Crucio Shock Cannon Directed=12117
Effect/Name/CrucioShockCannonDummy,Crucio Shock Cannon Dummy=12118
Effect/Name/CrucioShockCannonSet,Crucio Shock Cannon Set=12119
Effect/Name/D8ChargeDamage,D-8 Charge=12120
Effect/Name/D8ChargeLaunchMissile,D-8 Charge=12121
