AUTHENTICATION_BETA_REGION,Beta=0
Button/Tooltip/DestructibleDebrisRampDiagonalHugeBLUR,Una barrera que se puede destruir para acceder a nuevas zonas. /// Barrier that can be destroyed to allow access to new areas.=10930
Button/Tooltip/DestructibleDebrisRampDiagonalHugeULBR,Una barrera que se puede destruir para acceder a nuevas zonas. /// Barrier that can be destroyed to allow access to new areas.=10931
Button/Tooltip/DestructibleGarage,Taller local. /// Local garage.=10932
Button/Tooltip/DestructibleGarageLarge,Taller local. /// Local garage.=10933
Button/Tooltip/DestructibleRampDiagonalHugeBLUR,Una barrera que se puede destruir para acceder a nuevas zonas. /// Barrier that can be destroyed to allow access to new areas.=10934
Button/Tooltip/DestructibleRampDiagonalHugeULBR,Una barrera que se puede destruir para acceder a nuevas zonas. /// Barrier that can be destroyed to allow access to new areas.=10935
Button/Tooltip/DestructibleRampHorizontalHuge,Una barrera que se puede destruir para acceder a nuevas zonas. /// Barrier that can be destroyed to allow access to new areas.=10936
Button/Tooltip/DestructibleRampVerticalHuge,Una barrera que se puede destruir para acceder a nuevas zonas. /// Barrier that can be destroyed to allow access to new areas.=10937
Button/Tooltip/DestructibleRock2x4Horizontal,Una barrera que se puede destruir para acceder a nuevas zonas. /// Barrier that can be destroyed to allow access to new areas.=10938
Button/Tooltip/DestructibleRock2x4Vertical,Una barrera que se puede destruir para acceder a nuevas zonas. /// Barrier that can be destroyed to allow access to new areas.=10939
Button/Tooltip/DestructibleRock2x6Horizontal,Una barrera que se puede destruir para acceder a nuevas zonas. /// Barrier that can be destroyed to allow access to new areas.=10940
Button/Tooltip/DestructibleRock2x6Vertical,Una barrera que se puede destruir para acceder a nuevas zonas. /// Barrier that can be destroyed to allow access to new areas.=10941
Button/Tooltip/DestructibleRock4x4,Una barrera que se puede destruir para acceder a nuevas zonas. /// Barrier that can be destroyed to allow access to new areas.=10942
Button/Tooltip/DestructibleRock6x6,Una barrera que se puede destruir para acceder a nuevas áreas. /// A barrier that can be destroyed to allow access to new areas.=10943
Button/Tooltip/DestructibleSearchlight,Foco de alta intensidad. Se suele usar en las instalaciones militares y penales del Dominio. /// High-intensity search light. Commonly used in Dominion military and penal facilities.=10944
Button/Tooltip/DestructibleSpacePlatformBarrier,Una barrera que se puede destruir para acceder a nuevas zonas. /// Barrier that can be destroyed to allow access to new areas.=10945
Button/Tooltip/DestructibleSpacePlatformSign,Una barrera que se puede destruir para acceder a nuevas zonas. /// Barrier that can be destroyed to allow access to new areas.=10946
Button/Tooltip/DestructibleStreetlight,=10947
Button/Tooltip/DestructibleTrafficSignal,=10948
Button/Tooltip/Detector,Esta unidad puede detectar unidades invisibles, enterradas y alucinadas. /// This unit can detect cloaked, burrowed, and hallucinated units.=10949
Button/Tooltip/DevastationTurretACGluescreenDummy,Estructura defensiva antiterrestre. Inflige daño adicional a las unidades blindadas. Ataca a los enemigos lentos.<n/><n/><c val="#ColorAttackInfo">Puede atacar a unidades terrestres.</c>=10950
Button/Tooltip/DevourerACGluescreenDummy,Potente unidad voladora antiaérea. Puede usar ácido corrosivo.<n/><n/><c val="ffff8a">Puede atacar a unidades aéreas.</c>=10951
Button/Tooltip/Disguise,Adopta el color y la raza de la primera unidad enemiga con la que el mudaling entra en contacto. /// Matches the color and race of the first enemy unit the Changeling comes in contact with.=10952
Button/Tooltip/DisruptorACGluescreenDummy,Unidad de disrupción robótica. Puede utilizar nova de purificación para infligir un gran daño de área.<n/><n/><c val="ffff8a">Puede atacar a unidades terrestres.</c>=10953
Button/Tooltip/DragoonACGluescreenDummy,Zancudo de asalto a distancia con vida y daño de ataque mejorados.<n/><n/><c val="ffff8a">Puede atacar a unidades aéreas y terrestres.</c>=10954
Button/Tooltip/Drone,Unidad obrera básica. Puede recolectar minerales y gas vespeno. Puede mutar en estructuras.<n/><n/><c val="#ColorAttackInfo">Puede atacar a unidades terrestres.</c> /// Basic worker unit. Can harvest minerals and vespene gas. Can mutate into structures.<n/><n/><c val="#ColorAttackInfo">Can attack ground units.</c>=10955
Button/Tooltip/DroneBurrowed,Unidad obrera básica. Puede recolectar minerales y gas vespeno. Puede mutar en estructuras.<n/><n/><c val="#ColorAttackInfo">Puede atacar a unidades terrestres.</c> /// Basic worker unit. Can harvest minerals and vespene gas. Can mutate into structures.<n/><n/><c val="#ColorAttackInfo">Can attack ground units.</c>=10956
Button/Tooltip/EMP,Crea un pulso electromagnético que inflige 100 de daño a los escudos y la energía de las unidades en el área objetivo. Las unidades invisibles a las que golpea el PEM se descubren durante un breve periodo de tiempo. /// Creates an electromagnetic pulse that does 100 damage to shields and energy of all units in the targeted area. Cloaked units hit by EMP are revealed for a short time.=10957
Button/Tooltip/Egg,Las unidades zerg mutan protegidas dentro de estos capullos. /// Zerg units morph in the safety of these cocoons.=10958
Button/Tooltip/EliteMarineACGluescreenDummy,Infantería de cometido general de élite.<n/><n/><c val="#ColorAttackInfo">Puede atacar a unidades aéreas y terrestres.</c>=10959
Button/Tooltip/EngineeringBay,Tiene mejoras para la infantería y las estructuras terran. <n/><n/><c val="ffff8a">Permite:</c><n/>- Torretas de misiles construidas por VCE<n/>- Torres de sensores construidas por VCE<n/>- Fortalezas planetarias desde centros de mando /// Contains upgrades for Terran infantry and structures. <n/><n/><c val="ffff8a">Enables:</c><n/>- Missile Turrets from SCVs<n/>- Sensor Towers from SCVs<n/>- Planetary Fortresses from Command Centers=10960
Button/Tooltip/EvolutionChamber,Tiene mejoras para las unidades terrestres zerg. /// Contains upgrades for Zerg ground units. =10961
Button/Tooltip/EvolveAnabolicSynthesis2,Aumenta la velocidad de movimiento de los <c val="ffff8a">ultraliscos</c>.=10962
Button/Tooltip/EvolveCentrificalHooks,Aumenta la velocidad de movimiento de los <c val="ffff8a">pesteling</c>.=10963
Button/Tooltip/EvolveChitinousPlating,Aporta +2 de armadura a los <c val="ffff8a">ultraliscos</c>.=10964
Button/Tooltip/EvolveGlialRegeneration,Aumenta la velocidad de movimiento de las <c val="ffff8a">cucarachas</c>.=10965
Button/Tooltip/EvolveInfestorEnergyUpgrade,Aumenta la energía inicial de los <c val="ffff8a">infestadores</c> en 25.=10966
Button/Tooltip/EvolveOrganicCarapace,Aumenta el ritmo de regeneración de vida de las <c val="ffff8a">cucarachas</c> enterradas.=10967
Button/Tooltip/EvolvePeristalsis,Permite que los <c val="ffff8a">infestadores</c> se muevan más rápido mientras están enterrados.=10968
Button/Tooltip/EvolveTunnelingClaws,Permite que las <c val="ffff8a">cucarachas</c> se muevan mientras están enterradas. Aumenta el ritmo de regeneración de vida de las <c val="ffff8a">cucarachas</c> enterradas.=10969
Button/Tooltip/EvolveVentralSacks,Permite que los <c val="ffff8a">superamos</c> transporten unidades.=10970
Button/Tooltip/Explode,El pesteling explota donde esté parado, y daña a las unidades y estructuras enemigas cercanas. /// The Baneling detonates where it is standing, damaging nearby enemy units and structures.=10971
Button/Tooltip/Extractor,Se construye sobre un géiser de vespeno para permitir la recogida de gas vespeno. /// Mutated over a Vespene Geyser to allow harvesting of vespene gas.=10972
Button/Tooltip/ExtractorRich,Se construye sobre un géiser de vespeno para permitir la recogida de gas vespeno.=10973
Button/Tooltip/Factory,Instalación de producción de vehículos. <n/><n/><c val="ffff8a">Permite:</c><n/>- Erebiones<n/>- Minas viudas /// Vehicle-production facility. <n/><n/><c val="ffff8a">Enables:</c><n/>- Hellions<n/>- Widow Mines=10974
Button/Tooltip/FactoryFlying,La fábrica debe aterrizar para comenzar a producir unidades. /// Factory must land to start unit production.=10975
Button/Tooltip/Feedback,Drena toda la energía del objetivo. Inflige 1 punto de daño por cada punto de energía. /// Drains all energy from the target. Deals 1 damage per point of energy.=10976
Button/Tooltip/FighterMode,Hace que el vikingo pase a modo caza. En este modo, los vikingos vuelan y solo pueden atacar a objetivos aéreos. /// Transforms the Viking to Fighter Mode. In this mode Vikings fly, but they can only attack air targets.=10977
Button/Tooltip/FireRoachACGluescreenDummy,Unidad de asalto. Tiene un ataque de daño de área. Regenera vida rápidamente mientras está enterrada.<n/><n/><c val="ffff8a">Puede atacar a unidades terrestres.</c>=10978
Button/Tooltip/FirebatACGluescreenDummy,Unidad de choque antiinfantería.<n/><n/><c val="#ColorAttackInfo">Puede atacar a unidades terrestres.</c>=10979
Button/Tooltip/FleetBeacon,Tiene mejoras para los fénix y los portanaves.<n/><n/><c val="ffff8a">Permite:</c><n/>- Tempestades en el portal estelar<n/>- Portanaves en el portal estelar</n>- Nave nodriza a partir del núcleo de nave nodriza /// Contains upgrades for Phoenixes and Carriers.<n/><n/><c val="ffff8a">Enables:</c><n/>- Tempests at the Stargate</n>- Carriers at the Stargate<n/>- Mothership from the Mothership Core=10980
Button/Tooltip/ForceField,Una barrera que dura <d time="15"/> e impide el avance de las unidades terrestres. Las unidades enormes romperán los campos de fuerza al establecer contacto. /// Barrier that lasts <d time="15"/> and impedes movement of ground units. Massive units will shatter Force Fields on contact.=10981
Button/Tooltip/Forge,Tiene mejoras de armas y armaduras para las unidades terrestres protoss, además de mejoras para los escudos de todas las unidades y estructuras protoss. <n/><n/><c val="ffff8a">Permite:</c><n/>- Cañones de fotones desde sondas /// Contains weapon and armor upgrades for Protoss ground units and shield upgrades for all Protoss units and structures.<n/><n/><c val="ffff8a">Enables:</c><n/>- Photon Cannons from Probes=10982
Button/Tooltip/Frenzied,Inmune a los efectos de frenado, aturdimiento y control mental. /// Immune to snare, stun, and mind control effects.=10983
Button/Tooltip/Frenzy,Hace que una unidad biológica inflija un 25% más de daño. La unidad frenética es inmune a ralentización, aturdimientos e imposible de controlar mentalmente. Dura <d time="30"/>.=10984
Button/Tooltip/FungalGrowth,Inmoviliza a las unidades objetivo y les inflige <d ref="(Behavior,FungalGrowth,Duration / Behavior,FungalGrowth,Period) * Effect,FungalGrowthDamage,Amount"/> de daño durante <d time="4"/>. Revela a las unidades invisibles y enterradas.=10985
Button/Tooltip/FusionCore,Tiene mejoras para los cruceros de batalla.<n/><n/><c val="ffff8a">Permite:</c><n/>- Cruceros de batalla en el puerto estelar=10986
Button/Tooltip/Gateway,Invoca unidades terrestres protoss.<n/><n/><c val="ffff8a">Permite:</c><n/>- Fanáticos /// Warps in Protoss ground units.<n/><n/><c val="ffff8a">Enables:</c><n/>- Zealots=10987
Button/Tooltip/Gather,Ordena a la unidad recoger recursos de un campo de minerales o de un géiser de vespeno. /// Orders unit to gather resources from a selected Mineral Field or Vespene Geyser.=10988
Button/Tooltip/GatherMULE,Ordena a la MULA recoger minerales de un campo de minerales seleccionado. /// Orders MULE to gather minerals from a selected Mineral Field.=10989
Button/Tooltip/GatherProt,Ordena a la sonda recoger recursos de un campo de minerales o géiser de vespeno seleccionado. /// Orders Probe to gather resources from a selected Mineral Field or Vespene Geyser.=10990
Button/Tooltip/GatherTerr,Ordena al VCE recoger recursos de un campo de minerales o géiser de vespeno seleccionado. /// Orders SCV to gather resources from a selected Mineral Field or Vespene Geyser.=10991
Button/Tooltip/GatherZerg,Ordena al zángano recoger recursos de un campo de minerales o géiser de vespeno seleccionado. /// Orders Drone to gather resources from a selected Mineral Field or Vespene Geyser.=10992
Button/Tooltip/GenerateCreep,Hace que el superamo comience a generar biomateria. La biomateria solo se genera cuando el superamo no se está moviendo. La biomateria alimenta a las estructuras zerg cercanas.<n/><n/><c val="#ColorAttackInfo">Bonificación: Los zerg se mueven más rápido sobre biomateria.</c> /// Makes the Overlord start to generate creep. Creep will only be generated when the Overlord isn't moving. Creep feeds nearby Zerg structures.<n/><n/><c val="#ColorAttackInfo">Bonus: Zerg move faster on creep.</c>=10993
Button/Tooltip/Ghost,Francotirador. Puede utilizar disparo de precisión y proyectil PEM; con una mejora, también puede utilizar invisibilidad. Puede solicitar bombas nucleares construidas en la academia fantasma.<n/><n/><c val="#ColorAttackInfo">Puede atacar a unidades aéreas y terrestres.</c> /// Sniper. Can use Snipe, EMP Round, and be upgraded to use Cloak. Can call down Tactical Nukes built at the Ghost Academy.<n/><n/><c val="#ColorAttackInfo">Can attack ground and air units.</c>=10994
Button/Tooltip/GhostAcademy,Tiene mejoras para los fantasmas. Puede construir bombas nucleares para que las utilicen los fantasmas.<n/><n/><c val="ffff8a">Permite:</c><n/>- Fantasmas en el barracón /// Contains upgrades for Ghosts. Can build Nukes for Ghosts.<n/><n/><c val="ffff8a">Enables:</c><n/>- Ghosts at the Barracks=10995
Button/Tooltip/GhostAlternate,Francotirador. Puede utilizar disparo de precisión y proyectil PEM; con una mejora, también puede utilizar invisibilidad. Puede solicitar bombas nucleares construidas en la academia fantasma.<n/><n/><c val="#ColorAttackInfo">Puede atacar a unidades aéreas y terrestres.</c>=10996
Button/Tooltip/GhostHoldFire,Ordena a las unidades seleccionadas que enfunden sus armas y eviten atacar a los enemigos, a no ser que se les ordene lo contrario. Las unidades que no disparen salen corriendo cuando se las ataca.=10997
Button/Tooltip/GhostMengskACGluescreenDummy,Especialista de la guardia real. Puede usar inmolación piroquinética y explosión PEM. Puede solicitar ataques con los misiles tácticos que se construyen en la academia real.<n/><n/><c val="#ColorAttackInfo">Puede atacar a unidades aéreas y terrestres.</c>=10998
Button/Tooltip/GlobeStatue,Estatua de Korhal, capital del Dominio. /// Statue of Korhal, the Dominion capitol.=10999
Button/Tooltip/GoliathACGluescreenDummy,Unidad de apoyo de fuego intenso.<n/><n/><c val="#ColorAttackInfo">Puede atacar a unidades aéreas y terrestres.</c>=11000
Button/Tooltip/GravitonBeam,Hace que la unidad seleccionada flote en el aire y desactiva sus habilidades. El efecto dura hasta <d time="10"/>.<n/><n/><c val="#ColorAttackInfo">Las unidades enormes son inmunes.</c><n/><c val="ffff8a">Habilidad canalizada</c>=11001
Button/Tooltip/GravitonCatapult,Hace que el portanaves lance interceptores más rápido. /// Makes the Carrier launch Interceptors more quickly.=11002
Button/Tooltip/GreaterSpire,Tiene mejoras para las unidades aéreas zerg.<n/><n/><c val="ffff8a">Permite:</c><n/>- Señores de la prole desde envilecedores /// Contains upgrades for Zerg air units.<n/><n/><c val="ffff8a">Enables:</c><n/>- Brood Lords from Corruptors=11003
Button/Tooltip/GuardianACGluescreenDummy,Unidad voladora antiterrestre de largo alcance.<n/><n/><c val="ffff8a">Puede atacar a unidades aéreas y terrestres.</c>=11004
Button/Tooltip/GuardianShield,Crea un aura de alcance 4 que reduce el daño a distancia sufrido por unidades amistosas en 2. Dura <d time="15"/>. /// Creates a range 4 aura that reduces incoming ranged damage to friendly units by 2. Lasts <d time="15"/>.=11005
Button/Tooltip/HHBattlecruiserACGluescreenDummy,Poderosa nave de guerra. Puede usar salto táctico.<n/><n/><c val="#ColorAttackInfo">Puede atacar a unidades aéreas y terrestres.</c>=11006
Button/Tooltip/HHBomberPlatformACGluescreenDummy,Plataforma de ataque de precisión. Puede desplegar un caza de asalto para que realice un ataque aéreo contra una ubicación o un enemigo seleccionados.=11007
Button/Tooltip/HHHellionTankACGluescreenDummy,Unidad de combate de corto alcance. Inflige daño en un pequeño cono frontal. Puede transformarse en una unidad rápida de exploración.<n/><n/><c val="#ColorAttackInfo">Puede atacar a unidades terrestres.</c>=11008
Button/Tooltip/HHMercStarportACGluescreenDummy,Instalación de producción de Han. Una fortaleza voladora que se puede mejorar más con drones de asalto.<n/><n/><c val="ffff8a">Puede atacar a unidades aéreas y terrestres.</c>=11009
Button/Tooltip/HHMissileTurretACGluescreenDummy,Estructura defensiva antiaérea.<n/><n/><c val="#ColorAttackInfo">Puede atacar a unidades aéreas.</c><n/><c val="FFE303">Detector</c>=11010
Button/Tooltip/HHRavenACGluescreenDummy,Unidad de apoyo aéreo. Puede utilizar analizar debilidad y cuenta con un sensor de radar.<n/><n/><c val="FFE303">Detector</c>=11011
Button/Tooltip/HHReaperACGluescreenDummy,Asaltante. Puede lanzar granadas repulsoras, y subir y bajar elevaciones.<n/><n/><c val="#ColorAttackInfo">Puede atacar a unidades terrestres.</c>=11012
Button/Tooltip/HHVikingACGluescreenDummy,Unidad de apoyo resistente. Puede cambiar a modo asalto para atacar a unidades terrestres.<n/><n/><c val="#ColorAttackInfo">Puede atacar a unidades aéreas.</c>=11013
Button/Tooltip/HHWidowMineACGluescreenDummy,Mina robótica. Lanza misiles a los enemigos cercanos mientras está enterrada. Los ataques infligen daño esparcido en una pequeña área alrededor del objetivo. <n/><n/><c val="#ColorAttackInfo">Puede atacar a unidades aéreas y terrestres.</c>=11014
Button/Tooltip/HHWraithACGluescreenDummy,Unidad voladora con gran movilidad. Excelente para ataques precisos.<n/><n/><c val="#ColorAttackInfo">Puede atacar a unidades aéreas y terrestres.</c>=11015
Button/Tooltip/Hallucination,Crea alucinaciones que no pueden utilizar habilidades activas o infligir daño y mueren con facilidad. Las alucinaciones duran <d ref="Behavior,HallucinationTimedLife,Duration"/> segundos. Los detectores enemigos pueden descubrir las alucinaciones. /// Creates hallucinations that cannot use active abilities, cannot deal damage, and die more easily. Hallucinations last <d ref="Behavior,HallucinationTimedLife,Duration"/> seconds. Enemy detectors reveal hallucinations.=11016
Button/Tooltip/Halt,Para la construcción de esta estructura. La construcción parcial se quedará donde está. /// Halts construction of this structure. The partial construction will remain.=11017
Button/Tooltip/HardenedShield,Reduce el daño entrante hasta un máximo de 10 si el inmortal aún tiene escudos. /// Reduces incoming damage to a maximum of 10 while the Immortal still has shields.=11018
Button/Tooltip/Hatchery,Estructura primaria. Se usa para engendrar a todas las unidades zerg y recibir los recursos recolectados. Crea biomateria, que se usa para alimentar las estructuras zerg cercanas. Puede mutar en guarida.<n/><n/><c val="#ColorAttackInfo">Bonificación: los zerg se mueven más deprisa sobre biomateria.</c> /// Primary structure. Used to spawn all Zerg units and receive gathered resources. Grows creep used to feed nearby Zerg structures. Can mutate into a Lair.<n/><n/><c val="#ColorAttackInfo">Bonus: Zerg move faster on creep.</c>=11019
Button/Tooltip/Heal,Sana a un objetivo biológico amistoso.<n/><n/><c val="f078ff">Sana <d ref="Effect,MedivacHeal,RechargeVitalRate[0]"/> de vida por cada 1 de energía.</c> /// Heals a friendly biological target.<n/><n/><c val="f078ff">Heals <d ref="Effect,MedivacHeal,RechargeVitalRate[0]"/> life per 1 energy.</c>=11020
Button/Tooltip/HeavySiegeTankACGluescreenDummy,Tanque pesado mejorado. Puede pasar a modo asedio para aportar artillería de apoyo a largo alcance. Con una mejora puede usar minas araña.<n/><n/><c val="FFFF8A">Puede atacar a unidades terrestres.</c>=11021
Button/Tooltip/HellbatACGluescreenDummy,Unidad de combate de corto alcance. Inflige daño en un pequeño cono frontal. Puede transformarse en una unidad rápida de exploración.<n/><n/><c val="#ColorAttackInfo">Puede atacar a unidades terrestres.</c>=11022
Button/Tooltip/HellbatRangerACGluescreenDummy,Unidad de élite de combate de corto alcance. Inflige daño en un pequeño cono frontal. Puede transformarse en una unidad rápida de exploración.<n/><n/><c val="#ColorAttackInfo">Puede atacar a unidades terrestres.</c>=11023
Button/Tooltip/Hellion,Explorador rápido. Tiene un ataque de llamas que inflige daño a todas las unidades enemigas en su línea de fuego. Puede transformarse en una unidad de combate de corto alcance.<n/><n/><c val="#ColorAttackInfo">Puede atacar a unidades terrestres.</c> /// Fast scout. Has a flame attack that damages all enemy units in its line of fire. Can transform into a close range combat unit.<n/><n/><c val="#ColorAttackInfo">Can attack ground units.</c>=11024
Button/Tooltip/HerculesACGluescreenDummy,Unidad de transporte enorme. Puede usar salto táctico.=11025
Button/Tooltip/Herd,Esta unidad se suele agrupar y seguir a otras unidas. /// This unit will often group with and follow other units=11026
Button/Tooltip/HighTemplar,Poderoso maestro psiónico. Puede utilizar retroalimentación y, con una mejora, tormenta psiónica. Puede transformarse en un arconte. /// Potent psionic master. Can use Feedback and be upgraded to use Psionic Storm. Can transform into an Archon.=11027
Button/Tooltip/HighTemplarACGluescreenDummy,Poderoso maestro psiónico. Puede utilizar retroalimentación y tormenta psiónica, y fusionarse con otro alto templario en un arconte.<n/><n/><c val="ffff8a">Puede atacar a unidades terrestres.</c>=11028
Button/Tooltip/HighTemplarHallucination,Estas copias alucinadas funcionan como la unidad original, pero no pueden utilizar habilidades o infligir daño y mueren con más facilidad. Las alucinaciones duran <d time="60"/> y después desaparecen.=11029
Button/Tooltip/HighTemplarTaldarimACGluescreenDummy,Poderoso maestro psiónico. Puede usar orbe psiónico, explosión mental y sacrificar.<n/><n/><c val="ffff8a">Puede atacar a unidades terrestres.</c>=11030
Button/Tooltip/Hive,Versión evolucionada del criadero que permite producir mejoras y estructuras adicionales. También engendra todas las unidades zerg y recibe los recursos recogidos.<n/><n/><c val="ffff8a">Permite:</c><n/>- Víboras desde larvas /// Further evolved version of the Hatchery that allows additional upgrades and structures to be produced. Also spawns all Zerg units and receives gathered resources.<n/><n/><c val="ffff8a">Enables:</c><n/>- Vipers from Larvae=11031
Button/Tooltip/HoldFire,Ordena a las unidades seleccionadas que se queden en su posición y que ignoren a los enemigos dentro de su alcance. Ni perseguirán a los enemigos ni se moverán para entablar combate. /// Orders selected units to stay where they are and ignore enemies that are within range. Units will neither chase down enemies nor move to engage.=11032
Button/Tooltip/HunterSeekerMissile,Despliega un misil rastreador que se activa transcurridos <d time="5"/> y persigue a la unidad objetivo, lo que inflige <d ref="Effect,SeekerMissileDamage,Amount"/> de daño esparcido al entrar en contacto.=11033
Button/Tooltip/Hydralisk,Atacante a distancia. Puede mutar en merodeador.<n/><n/><c val="ffff8a">Puede atacar a unidades aéreas y terrestres.</c> /// Ranged attacker. Can morph into a Lurker.<n/><n/><c val="ffff8a">Can attack ground and air units.</c>=11034
Button/Tooltip/HydraliskACGluescreenDummy,Atacante a distancia.<n/><n/><c val="ffff8a">Puede atacar a unidades aéreas y terrestres.</c>=11035
Button/Tooltip/HydraliskDen,Contiene mejoras para hidraliscos. Puede mutar en guarida de merodeador.<n/><n/><c val="ffff8a">Permite:</c><n/>- Hidraliscos desde larvas /// Contains an upgrade for Hydralisks. Can mutate into a Lurker Den.<n/><n/><c val="ffff8a">Enables:</c><n/>- Hydralisks from Larvae=11036
Button/Tooltip/HydraliskLurkerACGluescreenDummy,Atacante a distancia. Puede mutar en merodeador.<n/><n/><c val="ffff8a">Puede atacar a unidades aéreas y terrestres.</c>=11037
Button/Tooltip/Immortal,Zancudo de asalto. Puede utilizar barrera para absorber daño.<n/><n/><c val="ffff8a">Puede atacar a unidades terrestres.</c> /// Assault strider. Can use Barrier to absorb damage.<n/><n/><c val="ffff8a">Can attack ground units.</c>=11038
Button/Tooltip/ImmortalACGluescreenDummy,Zancudo de asalto. Puede utilizar barrera para absorber daño.<n/><n/><c val="ffff8a">Puede atacar a unidades terrestres.</c>=11039
Button/Tooltip/ImmortalFenixACGluescreenDummy,Zancudo de asalto. Puede utilizar barrera para absorber daño.<n/><n/><c val="FFFF8A">Puede atacar a unidades terrestres.</c>=11040
Button/Tooltip/ImmortalHallucination,Esta copia de alucinación funciona como la unidad original, pero no puede utilizar habilidades o infligir daño y muere con más facilidad. Las alucinaciones duran <d time="60"/> y después desaparecen.=11041
Button/Tooltip/ImmortalKaraxACGluescreenDummy,Zancudo de asalto. Puede usar la habilidad barrera para absorber daño. Puede mejorarse para usar cañón de las sombras.<n/><n/><c val="ffff8a">Puede atacar a unidades terrestres.</c>=11042
Button/Tooltip/ImmortalTaldarimACGluescreenDummy,Zancudo de asalto. Los ataques infligen daño en un área alrededor de la unidad enemiga seleccionada.<n/><n/><c val="ffff8a">Puede atacar a unidades terrestres.</c>=11043
Button/Tooltip/InfestationPit,Tiene mejoras para los infestadores y los gestadores.<n/><n/><c val="ffff8a">Permite:</c><n/>- Infestadores desde larvas <n/>- Gestadores desde larvas /// Contains upgrades for Infestors and Swarm Hosts.<n/><n/><c val="ffff8a">Enables:</c><n/>- Infestors from Larvae<n/>- Swarm Hosts from Larvae=11044
Button/Tooltip/InfestedTerrans,Engendra un terran infestado. Los terran infestados duran <d ref="Behavior,InfestedTerranTimedLife,Duration"/> segundos. /// Spawn an Infested Terran. Infested Terrans last <d ref="Behavior,InfestedTerranTimedLife,Duration"/> seconds.=11045
Button/Tooltip/InfestedTerransEgg,Tras un breve periodo de tiempo eclosiona y libera un terran infestado. /// Hatches into an Infested Terran after a short period.=11046
Button/Tooltip/Infestor,Especialista en infestación. Puede utilizar las habilidades crecimiento fúngico, terran infestado y parásito neural. /// Infestation specialist. Can use the Fungal Growth, Infested Terran, and Neural Parasite abilities.=11047
Button/Tooltip/InfestorTerran,Un terran infestado inflige una cantidad moderada de daño y dura <d ref="Behavior,InfestedTerranTimedLife,Duration"/> segundos.<n/><n/><c val="FFFF8A">Puede atacar a unidades aéreas y terrestres.</c> /// An Infested Terran does moderate damage and lasts for <d ref="Behavior,InfestedTerranTimedLife,Duration"/> seconds.<n/><n/><c val="FFFF8A">Can attack ground and air units.</c>=11048
Button/Tooltip/InhibitorZone,Distorsiona el espacio tiempo en el área cercana. Todas las estructuras y las unidades aéreas y terrestres dentro del campo verán sus velocidades reducidas un <d ref="1-Behavior,InhibitorZoneTemporalField,Modification.MoveSpeedMultiplier*100"/>%.=11049
Button/Tooltip/Interceptor,Construye interceptores que atacan automáticamente al objetivo del portanaves. Los portanaves no pueden atacar sin interceptores.<n/><n/><c val="#ColorAttackInfo">Puede atacar a unidades aéreas y terrestres.</c> /// Builds Interceptors that automatically attack the Carrier's target. Carriers may not attack without Interceptors.<n/><n/><c val="#ColorAttackInfo">Can attack ground and air units.</c>=11050
Button/Tooltip/InterceptorUnit,Robots de combate que ametrallan automáticamente al objetivo del portanaves. Los portanaves no pueden atacar sin interceptores.<n/><n/><c val="#ColorAttackInfo">Puede atacar a unidades aéreas y terrestres.</c> /// Combat drones that automatically strafe their Carrier's target. Carriers may not attack without Interceptors.<n/><n/><c val="#ColorAttackInfo">Can attack ground and air units.</c>=11051
Button/Tooltip/JetPack,Los segadores pueden subir y bajar elevaciones. /// Reapers can jump up and down cliffs.  =11052
Button/Tooltip/KhaydarinMonolithACGluescreenDummy,Estructura defensiva extremadamente poderosa. Tiene alcance y daño superiores, pero es muy costosa y ataca con lentitud.<n/><n/><c val="ffff8a">Puede atacar a unidades aéreas y terrestres.=11053
Button/Tooltip/Lair,Versión evolucionada del criadero que permite producir mejoras y estructuras adicionales. También engendra todas las unidades zerg y recibe los recursos recogidos.<n/><n/><c val="ffff8a">Permite:</c><n/>- Supervisores desde superamos /// Evolved version of the Hatchery that allows additional upgrades and structures to be produced. Also spawns all Zerg units and receives gathered resources.<n/><n/><c val="ffff8a">Enables:</c><n/>- Overseers from Overlords=11054
Button/Tooltip/Land,Hace que la estructura aterrice en la ubicación seleccionada, permitiendo que vuelva a construir unidades, investigar mejoras y utilizar habilidades. /// Lands the structure at a target location, allowing it to once again produce units, research upgrades, and use abilities.=11055
Button/Tooltip/Larva,Muta en unidades zerg. /// Morphs into Zerg units.=11056
Button/Tooltip/Leech,Drena toda la energía de una unidad enemiga y se la da al infestador. /// Drains all of the energy from an enemy unit and gives it to the Infestor.=11057
Button/Tooltip/LeviathanACGluescreenDummy,Enorme monstruosidad voladora que domina los cielos.<n/><n/><c val="ffff8a">Puede atacar a unidades aéreas y terrestres.</c>=11058
Button/Tooltip/Lift,Transforma la estructura en una unidad aérea lenta para reubicarla. No podrá producir unidades, investigar mejoras ni utilizar habilidades hasta que haya aterrizado. /// Transforms structure into a slow air unit for redeployment. May not produce units, research upgrades, or use abilities until it has landed.=11059
Button/Tooltip/Load,Carga a las unidades en la oruga nydus. /// Loads units into the Nydus Worm.=11060
Button/Tooltip/Lower,Baja la estructura, lo que permite que las unidades terrestres puedan pasar por encima. /// Lowers the structure, allowing ground units to move across it.=11061
