Actor/EditorSuffix/GuideVisualQuadSplat,=0
Soundtrack/Name/TTychus04MusicDebriefCC,TTychus04MusicDebriefCC /// TTychus04MusicDebriefCC=13395
Soundtrack/Name/TTychus04MusicEventA,TTychus04MusicEventA /// TTychus04MusicEventA=13396
Soundtrack/Name/TTychus04MusicIntro,TTychus04MusicIntro /// TTychus04MusicIntro=13397
Soundtrack/Name/TTychus04MusicMain,TTychus04MusicMain /// TTychus04MusicMain=13398
Soundtrack/Name/TTychus04MusicOutro,TTychus04MusicOutro /// TTychus04MusicOutro=13399
Soundtrack/Name/TTychus05MusicBriefing,TTychus05MusicBriefing /// TTychus05MusicBriefing=13400
Soundtrack/Name/TTychus05MusicBriefingB,TTychus05MusicBriefingB /// TTychus05MusicBriefingB=13401
Soundtrack/Name/TTychus05MusicBriefingBB,TTychus05MusicBriefingBB /// TTychus05MusicBriefingBB=13402
Soundtrack/Name/TTychus05MusicBriefingC,TTychus05MusicBriefingC /// TTychus05MusicBriefingC=13403
Soundtrack/Name/TTychus05MusicEventA,TTychus05MusicEventA /// TTychus05MusicEventA=13404
Soundtrack/Name/TTychus05MusicEventB,TTychus05MusicEventB /// TTychus05MusicEventB=13405
Soundtrack/Name/TTychus05MusicEventBB,TTychus05MusicEventBB /// TTychus05MusicEventBB=13406
Soundtrack/Name/TTychus05MusicEventBBB,TTychus05MusicEventBBB /// TTychus05MusicEventBBB=13407
Soundtrack/Name/TTychus05MusicIntroA,TTychus05MusicIntroA /// TTychus05MusicIntroA=13408
Soundtrack/Name/TTychus05MusicIntroB,TTychus05MusicIntroB /// TTychus05MusicIntroB=13409
Soundtrack/Name/TTychus05MusicMain,TTychus05MusicMain /// TTychus05MusicMain=13410
Soundtrack/Name/TTychus05MusicOutro,TTychus05MusicOutro /// TTychus05MusicOutro=13411
Soundtrack/Name/TValerian01MusicBriefing,TValerian01MusicBriefing /// TValerian01MusicBriefing=13412
Soundtrack/Name/TValerian01MusicBriefingB,TValerian01MusicBriefingB /// TValerian01MusicBriefingB=13413
Soundtrack/Name/TValerian01MusicBriefingC,TValerian01MusicBriefingC /// TValerian01MusicBriefingC=13414
Soundtrack/Name/TValerian01MusicBriefingD,TValerian01MusicBriefingD /// TValerian01MusicBriefingD=13415
Soundtrack/Name/TValerian01MusicBriefingE,TValerian01MusicBriefingE /// TValerian01MusicBriefingE=13416
Soundtrack/Name/TValerian01MusicBriefingF,TValerian01MusicBriefingF /// TValerian01MusicBriefingF=13417
Soundtrack/Name/TValerian01MusicBriefingG,TValerian01MusicBriefingG /// TValerian01MusicBriefingG=13418
Soundtrack/Name/TValerian01MusicDebriefA,TValerian01MusicDebriefA /// TValerian01MusicDebriefA=13419
Soundtrack/Name/TValerian01MusicEventA,TValerian01MusicEventA /// TValerian01MusicEventA=13420
Soundtrack/Name/TValerian01MusicEventB,TValerian01MusicEventB /// TValerian01MusicEventB=13421
Soundtrack/Name/TValerian01MusicMain,TValerian01MusicMain /// TValerian01MusicMain=13422
Soundtrack/Name/TValerian02AMusicAlt,TValerian02AMusicAlt /// TValerian02AMusicAlt=13423
Soundtrack/Name/TValerian02AMusicBriefing,TValerian02AMusicBriefing /// TValerian02AMusicBriefing=13424
Soundtrack/Name/TValerian02AMusicBriefingB,TValerian02AMusicBriefingB /// TValerian02AMusicBriefingB=13425
Soundtrack/Name/TValerian02AMusicBriefingC,TValerian02AMusicBriefingC /// TValerian02AMusicBriefingC=13426
Soundtrack/Name/TValerian02AMusicBriefingD,TValerian02AMusicBriefingD /// TValerian02AMusicBriefingD=13427
Soundtrack/Name/TValerian02AMusicChoice,TValerian02AMusicChoice /// TValerian02AMusicChoice=13428
Soundtrack/Name/TValerian02AMusicEventA,TValerian02AMusicEventA /// TValerian02AMusicEventA=13429
Soundtrack/Name/TValerian02AMusicEventAA,TValerian02AMusicEventAA /// TValerian02AMusicEventAA=13430
Soundtrack/Name/TValerian02AMusicEventB,TValerian02AMusicEventB /// TValerian02AMusicEventB=13431
Soundtrack/Name/TValerian02AMusicEventBB,TValerian02AMusicEventBB /// TValerian02AMusicEventBB=13432
Soundtrack/Name/TValerian02AMusicEventC,TValerian02AMusicEventC /// TValerian02AMusicEventC=13433
Soundtrack/Name/TValerian02AMusicEventCC,TValerian02AMusicEventCC /// TValerian02AMusicEventCC=13434
Soundtrack/Name/TValerian02AMusicEventD,TValerian02AMusicEventD /// TValerian02AMusicEventD=13435
Soundtrack/Name/TValerian02AMusicEventDD,TValerian02AMusicEventDD /// TValerian02AMusicEventDD=13436
Soundtrack/Name/TValerian02AMusicEventE,TValerian02AMusicEventE /// TValerian02AMusicEventE=13437
Soundtrack/Name/TValerian02AMusicEventEE,TValerian02AMusicEventEE /// TValerian02AMusicEventEE=13438
Soundtrack/Name/TValerian02AMusicEventF,TValerian02AMusicEventF /// TValerian02AMusicEventF=13439
Soundtrack/Name/TValerian02AMusicEventFF,TValerian02AMusicEventFF /// TValerian02AMusicEventFF=13440
Soundtrack/Name/TValerian02AMusicMain,TValerian02AMusicMain /// TValerian02AMusicMain=13441
Soundtrack/Name/TValerian02AMusicOutro,TValerian02AMusicOutro /// TValerian02AMusicOutro=13442
Soundtrack/Name/TValerian02BMusicBriefing,TValerian02BMusicBriefing /// TValerian02BMusicBriefing=13443
Soundtrack/Name/TValerian02BMusicBriefingB,TValerian02BMusicBriefingB /// TValerian02BMusicBriefingB=13444
Soundtrack/Name/TValerian02BMusicBriefingC,TValerian02BMusicBriefingC /// TValerian02BMusicBriefingC=13445
Soundtrack/Name/TValerian02BMusicChoice,TValerian02BMusicChoice /// TValerian02BMusicChoice=13446
Soundtrack/Name/TValerian02BMusicEventA,TValerian02BMusicEventA /// TValerian02BMusicEventA=13447
Soundtrack/Name/TValerian02BMusicEventB,TValerian02BMusicEventB /// TValerian02BMusicEventB=13448
Soundtrack/Name/TValerian02BMusicEventBB,TValerian02BMusicEventBB /// TValerian02BMusicEventBB=13449
Soundtrack/Name/TValerian02BMusicMain,TValerian02BMusicMain /// TValerian02BMusicMain=13450
Soundtrack/Name/TValerian02BMusicOutro,TValerian02BMusicOutro /// TValerian02BMusicOutro=13451
Soundtrack/Name/TValerian02MusicChoice,TValerian02MusicChoice /// TValerian02MusicChoice=13452
Soundtrack/Name/TValerian03MusicBriefing,TValerian03MusicBriefing /// TValerian03MusicBriefing=13453
Soundtrack/Name/TValerian03MusicBriefingB,TValerian03MusicBriefingB /// TValerian03MusicBriefingB=13454
Soundtrack/Name/TValerian03MusicBriefingC,TValerian03MusicBriefingC /// TValerian03MusicBriefingC=13455
Soundtrack/Name/TValerian03MusicEventA,TValerian03MusicEventA /// TValerian03MusicEventA=13456
Soundtrack/Name/TValerian03MusicEventB,TValerian03MusicEventB /// TValerian03MusicEventB=13457
Soundtrack/Name/TValerian03MusicEventC,TValerian03MusicEventC /// TValerian03MusicEventC=13458
Soundtrack/Name/TValerian03MusicEventD,TValerian03MusicEventD /// TValerian03MusicEventD=13459
Soundtrack/Name/TValerian03MusicEventE,TValerian03MusicEventE /// TValerian03MusicEventE=13460
Soundtrack/Name/TValerian03MusicIntro,TValerian03MusicIntro /// TValerian03MusicIntro=13461
Soundtrack/Name/TValerian03MusicMain,TValerian03MusicMain /// TValerian03MusicMain=13462
Soundtrack/Name/TValerian03MusicOutro,TValerian03MusicOutro /// TValerian03MusicOutro=13463
Soundtrack/Name/TZeratul01MusicBriefing,TZeratul01MusicBriefing /// TZeratul01MusicBriefing=13464
Soundtrack/Name/TZeratul01MusicBriefingB,TZeratul01MusicBriefingB /// TZeratul01MusicBriefingB=13465
Soundtrack/Name/TZeratul01MusicBriefingC,TZeratul01MusicBriefingC /// TZeratul01MusicBriefingC=13466
Soundtrack/Name/TZeratul01MusicEventA,TZeratul01MusicEventA /// TZeratul01MusicEventA=13467
Soundtrack/Name/TZeratul01MusicEventAA,TZeratul01MusicEventAA /// TZeratul01MusicEventAA=13468
Soundtrack/Name/TZeratul01MusicEventAAA,TZeratul01MusicEventAAA /// TZeratul01MusicEventAAA=13469
Soundtrack/Name/TZeratul01MusicEventB,TZeratul01MusicEventB /// TZeratul01MusicEventB=13470
Soundtrack/Name/TZeratul01MusicEventC,TZeratul01MusicEventC /// TZeratul01MusicEventC=13471
Soundtrack/Name/TZeratul01MusicEventCC,TZeratul01MusicEventCC /// TZeratul01MusicEventCC=13472
Soundtrack/Name/TZeratul01MusicEventCCC,TZeratul01MusicEventCCC /// TZeratul01MusicEventCCC=13473
Soundtrack/Name/TZeratul01MusicEventCCCC,TZeratul01MusicEventCCCC /// TZeratul01MusicEventCCCC=13474
Soundtrack/Name/TZeratul01MusicMain,TZeratul01MusicMain /// TZeratul01MusicMain=13475
Soundtrack/Name/TZeratul01MusicOutro,TZeratul01MusicOutro /// TZeratul01MusicOutro=13476
Soundtrack/Name/TZeratul02MusicAlt,TZeratul02MusicAlt /// TZeratul02MusicAlt=13477
Soundtrack/Name/TZeratul02MusicBriefing,TZeratul02MusicBriefing /// TZeratul02MusicBriefing=13478
Soundtrack/Name/TZeratul02MusicBriefingB,TZeratul02MusicBriefingB /// TZeratul02MusicBriefingB=13479
Soundtrack/Name/TZeratul02MusicBriefingC,TZeratul02MusicBriefingC /// TZeratul02MusicBriefingC=13480
Soundtrack/Name/TZeratul02MusicBriefingD,TZeratul02MusicBriefingD /// TZeratul02MusicBriefingD=13481
Soundtrack/Name/TZeratul02MusicEventA,TZeratul02MusicEventA /// TZeratul02MusicEventA=13482
Soundtrack/Name/TZeratul02MusicEventAA,TZeratul02MusicEventAA /// TZeratul02MusicEventAA=13483
Soundtrack/Name/TZeratul02MusicEventB,TZeratul02MusicEventB /// TZeratul02MusicEventB=13484
Soundtrack/Name/TZeratul02MusicIntro,TZeratul02MusicIntro /// TZeratul02MusicIntro=13485
Soundtrack/Name/TZeratul02MusicMain,TZeratul02MusicMain /// TZeratul02MusicMain=13486
Soundtrack/Name/TZeratul02MusicOutro,TZeratul02MusicOutro /// TZeratul02MusicOutro=13487
Soundtrack/Name/TZeratul02MusicOutroB,TZeratul02MusicOutroB /// TZeratul02MusicOutroB=13488
Soundtrack/Name/TZeratul02MusicOutroC,TZeratul02MusicOutroC /// TZeratul02MusicOutroC=13489
Soundtrack/Name/TZeratul03MusicBriefing,TZeratul03MusicBriefing /// TZeratul03MusicBriefing=13490
Soundtrack/Name/TZeratul03MusicBriefingB,TZeratul03MusicBriefingB /// TZeratul03MusicBriefingB=13491
Soundtrack/Name/TZeratul03MusicBriefingC,TZeratul03MusicBriefingC /// TZeratul03MusicBriefingC=13492
Soundtrack/Name/TZeratul03MusicBriefingD,TZeratul03MusicBriefingD /// TZeratul03MusicBriefingD=13493
Soundtrack/Name/TZeratul03MusicEventA,TZeratul03MusicEventA /// TZeratul03MusicEventA=13494
Soundtrack/Name/TZeratul03MusicIntro,TZeratul03MusicIntro /// TZeratul03MusicIntro=13495
Soundtrack/Name/TZeratul03MusicMain,TZeratul03MusicMain /// TZeratul03MusicMain=13496
Soundtrack/Name/TZeratul03MusicOutro,TZeratul03MusicOutro /// TZeratul03MusicOutro=13497
Soundtrack/Name/TZeratul03MusicOutroA,TZeratul03MusicOutroA /// TZeratul03MusicOutroA=13498
Soundtrack/Name/TZeratul03MusicOutroB,TZeratul03MusicOutroB /// TZeratul03MusicOutroB=13499
Soundtrack/Name/TZeratul03MusicOutroC,TZeratul03MusicOutroC /// TZeratul03MusicOutroC=13500
Soundtrack/Name/TZeratul03MusicOutroD,TZeratul03MusicOutroD /// TZeratul03MusicOutroD=13501
Soundtrack/Name/TZeratul04MusicBriefing,TZeratul04MusicBriefing /// TZeratul04MusicBriefing=13502
Soundtrack/Name/TZeratul04MusicBriefingB,TZeratul04MusicBriefingB /// TZeratul04MusicBriefingB=13503
Soundtrack/Name/TZeratul04MusicBriefingC,TZeratul04MusicBriefingC /// TZeratul04MusicBriefingC=13504
Soundtrack/Name/TZeratul04MusicDebrief,TZeratul04MusicDebrief /// TZeratul04MusicDebrief=13505
Soundtrack/Name/TZeratul04MusicDebriefB,TZeratul04MusicDebriefB /// TZeratul04MusicDebriefB=13506
Soundtrack/Name/TZeratul04MusicDebriefC,TZeratul04MusicDebriefC /// TZeratul04MusicDebriefC=13507
Soundtrack/Name/TZeratul04MusicIntro,TZeratul04MusicIntro /// TZeratul04MusicIntro=13508
Soundtrack/Name/TZeratul04MusicMain,TZeratul04MusicMain /// TZeratul04MusicMain=13509
Soundtrack/Name/TZeratul04MusicOutro,TZeratul04MusicOutro /// TZeratul04MusicOutro=13510
Soundtrack/Name/TestMusicMain,TestMusicMain /// TestMusicMain=13511
Soundtrack/Name/TestSyncPoints1,TestSyncPoints1 /// TestSyncPoints1=13512
Soundtrack/Name/TestSyncPoints2,TestSyncPoints2 /// TestSyncPoints2=13513
Tactical/Name/Baneling,Uetzi /// Baneling=13514
Tactical/Name/BanelingBurrowed,Uetzi - Enterrado /// Baneling Burrowed=13515
Tactical/Name/Banshee,Banshee /// Banshee=13516
Tactical/Name/BansheeCloaked,Banshee - Camuflada /// Banshee Cloaked=13517
Tactical/Name/BansheeDeCloaked,Banshee - Sin camuflar /// Banshee De Cloaked=13518
Tactical/Name/Barracks,Cuartel /// Barracks=13519
Tactical/Name/BattlecruiserDefensiveMatrix,Crucero de batalla - Matriz defensiva /// Battlecruiser Defensive Matrix=13520
Tactical/Name/BattlecruiserHurricane,Crucero de batalla - Huracán /// Battlecruiser Hurricane=13521
Tactical/Name/Carrier,Portanaves /// Carrier=13522
Tactical/Name/CommandCenter,Centro de mando /// Command Center=13523
Tactical/Name/DominionKillTeam,Equipo asesino del Dominio /// Dominion Kill Team=13524
Tactical/Name/Drone,Obrero /// Drone=13525
Tactical/Name/DroneBurrowed,Obrero - Enterrado /// Drone Burrowed=13526
Tactical/Name/DustWingBanshee,Alas crepusculares - Banshee /// Dust Wing Banshee=13527
Tactical/Name/Factory,Fábrica /// Factory=13528
Tactical/Name/Gateway,Portal /// Gateway=13529
Tactical/Name/Ghost,Fantasma /// Ghost=13530
Tactical/Name/GhostCloaked,Fantasma - Camuflado /// Ghost Cloaked=13531
Tactical/Name/GhostDeCloaked,Fantasma - Sin camuflaje /// Ghost De Cloaked=13532
Tactical/Name/GhostEMP,Fantasma - PEM /// Ghost EMP=13533
Tactical/Name/Hatchery,Larvario /// Hatchery=13534
Tactical/Name/HatcheryDefaultRally,Larvario - Punto de reunión predeterminado /// Hatchery Default Rally=13535
Tactical/Name/HatcheryWorkerRally,Larvario - Punto de reunión de trabajadores /// Hatchery Worker Rally=13536
Tactical/Name/HighTemplar,Alto Templario /// High Templar=13537
Tactical/Name/Hive,Colmena /// Hive=13538
Tactical/Name/HotSEggFactory,HotS - Fábrica de huevos /// HotS Egg Factory=13539
Tactical/Name/HotSEggMonster,HotS - Ovomonstruo /// HotS Egg Monster=13540
Tactical/Name/Hydralisk,Hidralisco /// Hydralisk=13541
Tactical/Name/HydraliskBurrowed,Hidralisco - Enterrado /// Hydralisk Burrowed=13542
Tactical/Name/Infestor,Infestador /// Infestor=13543
Tactical/Name/InfestorBurrowDown,Infestador - Enterrar /// Infestor Burrow Down=13544
Tactical/Name/InfestorBurrowUp,Infestador - Desenterrar /// Infestor Burrow Up=13545
Tactical/Name/InfestorBurrowed,Infestador - Enterrado /// Infestor Burrowed=13546
Tactical/Name/InfestorDisease,Infestador - Enfermedad /// Infestor Disease=13547
Tactical/Name/Lair,Guarida /// Lair=13548
Tactical/Name/Loki,Loki /// Loki=13549
Tactical/Name/Lurker,Acechador /// Lurker=13550
Tactical/Name/LurkerBurrowed,Acechador - Enterrado /// Lurker Burrowed=13551
Tactical/Name/Marauder,Merodeador /// Marauder=13552
Tactical/Name/Marine,Marine /// Marine=13553
Tactical/Name/Nexus,Nexo /// Nexus=13554
Tactical/Name/OrbitalCommand,Comando orbital /// Orbital Command=13555
Tactical/Name/Phoenix,Fénix /// Phoenix=13556
Tactical/Name/PlanetaryFortress,Fortaleza planetaria /// Planetary Fortress=13557
Tactical/Name/Queen,Reina /// Queen=13558
Tactical/Name/QueenBurrowed,Reina - Enterrada /// Queen Burrowed=13559
Tactical/Name/Reaper,Yum-Kimil /// Reaper=13560
Tactical/Name/Roach,Cucaracha /// Roach=13561
Tactical/Name/RoachBurrowed,Cucaracha - Enterrada /// Roach Burrowed=13562
Tactical/Name/RoboticsFacility,Complejo de robótica /// Robotics Facility=13563
Tactical/Name/SiegeTank,Tanque de asedio /// Siege Tank=13564
Tactical/Name/SiegeTankSieged,Tanque de asedio en modo asedio /// Siege Tank Sieged=13565
Tactical/Name/Stalker,Persecutor /// Stalker=13566
Tactical/Name/Stargate,Portal estelar /// Stargate=13567
Tactical/Name/Starport,Puerto estelar /// Starport=13568
Tactical/Name/SupplyDepot,Depósito de suministros /// Supply Depot=13569
Tactical/Name/Ultralisk,Ultralisco /// Ultralisk=13570
Tactical/Name/UltraliskBurrowed,Ultralisco - Enterrado /// Ultralisk Burrowed=13571
Tactical/Name/Zergling,Zerguezno /// Zergling=13572
Tactical/Name/ZerglingBurrowed,Zerguezno - Enterrado /// Zergling Burrowed=13573
Talent/Name/CommanderArtanisFleetBeaconUpgradesPack,=13574
Talent/Name/CommanderArtanisHighArchon,=13575
Talent/Name/CommanderArtanisImprovedSolarBombardment,=13576
Talent/Name/CommanderArtanisRoboticsBayUpgradesPack,=13577
Talent/Name/CommanderArtanisSpearofAdunGuardianShell,=13578
Talent/Name/CommanderArtanisSpearofAdunMatrixOverload,=13579
Talent/Name/CommanderArtanisSpearofAdunShieldOvercharge,=13580
Talent/Name/CommanderArtanisSpearofAdunSolarBombardment,=13581
Talent/Name/CommanderArtanisSpearofAdunWarpHarmonization,=13582
Talent/Name/CommanderArtanisStartingMaxSupply,=13583
Talent/Name/CommanderArtanisSwiftRetribution,=13584
Talent/Name/CommanderArtanisTemplarArchivesUpgradesPack,=13585
Talent/Name/CommanderArtanisTwilightCouncilUpgradesPack,=13586
Talent/Name/CommanderArtanisUnlockReaver,=13587
Talent/Name/CommanderArtanisUnlockTempest,=13588
Talent/Name/CommanderArtanisWarpgateCharges,=13589
Talent/Name/CommanderKaraxFleetBeaconUpgradesPack,=13590
Talent/Name/CommanderKaraxForgeUpgradesPack,=13591
Talent/Name/CommanderKaraxInstantStructureWarp,=13592
Talent/Name/CommanderKaraxMassChronoUpgrade,=13593
Talent/Name/CommanderKaraxOrbitalAssault,=13594
Talent/Name/CommanderKaraxPurifierBeamUpgrade,=13595
Talent/Name/CommanderKaraxRoboticsBayUpgradesPack,=13596
Talent/Name/CommanderKaraxSolarForgeUpgradesPack1,=13597
Talent/Name/CommanderKaraxSolarForgeUpgradesPack2,=13598
Talent/Name/CommanderKaraxTwilightCouncilUpgradesPack,=13599
Talent/Name/CommanderKaraxUnitSpawnBarrier,=13600
Talent/Name/CommanderKaraxUnlockKhaydarinMonolith,=13601
Talent/Name/CommanderKaraxUnlockPurifierBeam,=13602
Talent/Name/CommanderKaraxUnlockRepairBeam,=13603
Talent/Name/CommanderKaraxUnlockSOAChronoPassive,=13604
Talent/Name/CommanderKaraxUnlockSOAPassiveOrbitalStrike,=13605
Talent/Name/CommanderKerriganCrushingGripWave,=13606
Talent/Name/CommanderKerriganGreaterNydusWorm,=13607
Talent/Name/CommanderKerriganHydraliskandLurkerUpgradesPack,=13608
Talent/Name/CommanderKerriganImprovedLeapingStrike,=13609
Talent/Name/CommanderKerriganKerriganEnergyRegeneration,=13610
Talent/Name/CommanderKerriganKerriganUpgradesPack,=13611
Talent/Name/CommanderKerriganKerrigansFury,=13612
Talent/Name/CommanderKerriganMalignantCreep,=13613
Talent/Name/CommanderKerriganMutatingCarapace,=13614
Talent/Name/CommanderKerriganSpireUpgradesPack,=13615
Talent/Name/CommanderKerriganUltraliskEvolutionTorrasque,=13616
Talent/Name/CommanderKerriganUltraliskUpgradesPack,=13617
Talent/Name/CommanderKerriganUnlockLurker,=13618
Talent/Name/CommanderKerriganZerglingEvolutionRaptor,=13619
Talent/Name/CommanderKerriganZerglingUpgradesPack,=13620
Talent/Name/CommanderRaynorAdditionalArmoryUpgrades,=13621
Talent/Name/CommanderRaynorBansheeAirStrike,=13622
Talent/Name/CommanderRaynorEngineeringBayUpgradePack,=13623
Talent/Name/CommanderRaynorFactoryUpgradePack,=13624
Talent/Name/CommanderRaynorFirebatandMedicRange,=13625
Talent/Name/CommanderRaynorHyperionAbility,=13626
Talent/Name/CommanderRaynorHyperionAdvancedTargetingSystems,=13627
Talent/Name/CommanderRaynorImprovedInfantryWeapons,=13628
Talent/Name/CommanderRaynorImprovedMULECalldown,=13629
Talent/Name/CommanderRaynorInfantrySpecialist,=13630
Talent/Name/CommanderRaynorInfantryUpgradePack,=13631
Talent/Name/CommanderRaynorOrbitalDepots,=13632
Talent/Name/CommanderRaynorOrbitalDropPods,=13633
Talent/Name/CommanderRaynorStarportUpgradePack,=13634
Talent/Name/CommanderRaynorUnlockBattlecruiser,=13635
Talent/Name/CommanderSwannArmoryUpgradePack,=13636
Talent/Name/CommanderSwannCombatDrop,=13637
Talent/Name/CommanderSwannEngineeringBayUpgradesPack,=13638
Talent/Name/CommanderSwannFactoryTechLabUpgradesPack,=13639
Talent/Name/CommanderSwannImmortalityProtocol,=13640
Talent/Name/CommanderSwannImprovedCombatDrop,=13641
Talent/Name/CommanderSwannImprovedLaserDrill,=13642
Talent/Name/CommanderSwannImprovedSCVs,=13643
Talent/Name/CommanderSwannImprovedTurrets,=13644
Talent/Name/CommanderSwannIncreasedVehicleHealth,=13645
Talent/Name/CommanderSwannTechReactors,=13646
Talent/Name/CommanderSwannUnlockAdditionalStarportTechLabUpgrades,=13647
Talent/Name/CommanderSwannUnlockThor,=13648
Talent/Name/CommanderSwannVehicleSpecialist,=13649
Talent/Name/CommanderSwannVespeneDrone,=13650
Talent/Name/CommanderVorazunCloakedUnitsDamageBoost,=13651
Talent/Name/CommanderVorazunDarkArchonUpgradesPack,=13652
Talent/Name/CommanderVorazunDarkPylonRecall,=13653
Talent/Name/CommanderVorazunDarkTemplarUpgradesPack,=13654
Talent/Name/CommanderVorazunFleetBeaconUpgradesPack,=13655
Talent/Name/CommanderVorazunImprovedShieldRegeneration,=13656
Talent/Name/CommanderVorazunImprovedSpearofAdunBlackhole,=13657
Talent/Name/CommanderVorazunImprovedTimeStop,=13658
Talent/Name/CommanderVorazunShadowGuardGainDetectionSuppression,=13659
Talent/Name/CommanderVorazunShadowGuardIncreasedSpawnCount,=13660
Talent/Name/CommanderVorazunShadowStalk,=13661
Talent/Name/CommanderVorazunSpearofAdunEmergencyRecall,=13662
Talent/Name/CommanderVorazunSpearofAdunOrbitalAssimilators,=13663
Talent/Name/CommanderVorazunSpearofAdunTimeStop,=13664
Talent/Name/CommanderVorazunTwilightCouncilUpgradesPack,=13665
Talent/Name/CommanderVorazunUnlockDarkArchon,=13666
Talent/Name/CommanderZagaraBanelingEvolutionSplitterling,=13667
Talent/Name/CommanderZagaraBanelingNestUpgradesPack,=13668
Talent/Name/CommanderZagaraBileLauncherUpgradesPack,=13669
Talent/Name/CommanderZagaraEvolutionChamberUpgradesPack,=13670
Talent/Name/CommanderZagaraImprovedInjectLarva,=13671
Talent/Name/CommanderZagaraImprovedMassRoachDrop,=13672
Talent/Name/CommanderZagaraIncubateBanelings,=13673
Talent/Name/CommanderZagaraMassRoachDrop,=13674
Talent/Name/CommanderZagaraMasterSpawner,=13675
Talent/Name/CommanderZagaraRelentless,=13676
Talent/Name/CommanderZagaraScourgeUpgradesPack,=13677
Talent/Name/CommanderZagaraUnlockBileLauncher,=13678
Talent/Name/CommanderZagaraVolatileBanelingNest,=13679
Talent/Name/CommanderZagaraZerglingEvolutionSwarmling,=13680
Talent/Name/CommanderZagaraZerglingUpgradesPack,=13681
TargetFind/Name/AutoTurret,Torreta automática /// Auto Turret=13682
TargetFind/Name/AutoTurretBestPoint,Torreta automática - Mejor punto /// AutoTurret Best Point=13683
TargetFind/Name/Blink,Parpadeo /// Blink=13684
TargetFind/Name/BlinkAttack,Parpadeo - Ataque /// Blink Attack=13685
TargetFind/Name/BlinkAttackOffset,Parpadeo - Ataque - Desplazamiento /// Blink Attack Offset=13686
TargetFind/Name/BlinkAttackTarget,Parpadeo - Ataque - Objetivo /// Blink Attack Target=13687
TargetFind/Name/BlinkAttacker,Parpadeo - Atacante /// Blink Attacker=13688
TargetFind/Name/BlinkAwayOffset,Parpadeo - Alejarse - Desplazamiento /// Blink Away Offset=13689
TargetFind/Name/BlinkChase,Parpadeo - Persecución /// Blink Chase=13690
TargetFind/Name/BlinkChaseOffset,Parpadeo - Persecución - Desplazamiento /// Blink Chase Offset=13691
TargetFind/Name/BlinkChaseTarget,Parpadeo - Persecución - Objetivo /// Blink Chase Target=13692
TargetFind/Name/BlinkRetreat,Parpadeo - Retirada /// Blink Retreat=13693
TargetFind/Name/D8ChargeAllUnits,Carga D8 - Todas las unidades /// D8 Charge All Units=13694
TargetFind/Name/D8ChargeBuildingOnly,Carga D8 - Edificación solamente /// D8 Charge Building Only=13695
TargetFind/Name/DefaultRallyPoint,Punto de reunión predeterminado /// Default Rally Point=13696
TargetFind/Name/EMP,PEM /// EMP=13697
TargetFind/Name/EMP2A,PEM2A /// EMP2A=13698
TargetFind/Name/EMPBestPoint,PEM Mejor punto /// EMP Best Point=13699
TargetFind/Name/GravitonBeamHostile,Rayo Gravitón - Hostil /// Graviton Beam Hostile=13700
TargetFind/Name/GravitonBeamTarget,Rayo Gravitón - Objetivo /// Graviton Beam Target=13701
TargetFind/Name/GravitonBeamThreat,Rayo Gravitón - Amenaza /// Graviton Beam Threat=13702
TargetFind/Name/HurricaneMissileDamage,Misil Huracán - Daño /// Hurricane Missile Damage=13703
TargetFind/Name/InfestorDisease,Enfermedad del Infestador /// Infestor Disease=13704
TargetFind/Name/InfestorDiseaseBestPoint,Enfermedad del Infestador - Mejor punto /// Infestor Disease Best Point=13705
TargetFind/Name/InfestorDiseaseSearch,Enfermedad del Infestador - Buscar /// Infestor Disease Search=13706
TargetFind/Name/LokiHurricaneMissileDamage,Misil Huracán Loki - Daño /// Loki Hurricane Missile Damage=13707
TargetFind/Name/LokiMissilePods,Cápsulas de misiles Loki /// Loki Missile Pods=13708
TargetFind/Name/LokiMissilePodsBestPoint,Cápsulas de misiles Loki - Mejor punto /// Loki Missile Pods Best Point=13709
TargetFind/Name/MissilePods,Cápsulas de misiles /// Missile Pods=13710
TargetFind/Name/MissilePodsBestPoint,Cápsulas de misiles - Mejor punto /// Missile Pods Best Point=13711
TargetFind/Name/PsiStorm,Tormenta psiónica /// Psi Storm=13712
TargetFind/Name/PsiStormBestPointLow,Tormenta psiónica - Mejor punto bajo /// Psi Storm Best Point Low=13713
TargetFind/Name/PsiStormBestPointNormal,Tormenta psiónica - Mejor punto normal /// Psi Storm Best Point Normal=13714
TargetFind/Name/PsiStormLow,Tormenta psiónica baja /// Psi Storm Low=13715
TargetFind/Name/PsiStormNormal,Tormenta psiónica normal /// Psi Storm Normal=13716
TargetFind/Name/PsiStormSearch,Tormenta psiónica - Buscar /// Psi Storm Search=13717
TargetFind/Name/TacticalAutoTurret,Torreta automática táctica /// Tactical Auto Turret=13718
TargetFind/Name/TacticalD8ChargeTarget,Carga D8 táctica - Objetivo /// Tactical D8 Charge Target=13719
TargetFind/Name/TargetFindDefaultRallyPoint,Objetivo - Buscar predeterminado - Punto de reunión /// Target Find Default Rally Point=13720
TargetFind/Name/TargetFindWorkerRallyPoint,Objetivo - Buscar trabajador - Punto de reunión /// Target Find Worker Rally Point=13721
TargetFind/Name/TargetFindWorkerRallyPointHatchery,Objetivo - Buscar trabajador - Punto de reunión - Larvario /// Target Find Worker Rally Point Hatchery=13722
