UI/Hotkey/InventoryButtonUse0,NumPad7=0
Button/Hotkey/HarbingerExitJudgementMode,D=1000
Button/Hotkey/HarbingerJudgementMode,E=1001
Button/Hotkey/HeavyOrdnanceMode,D=1002
Button/Hotkey/HunkeredForm,E=1003
Button/Hotkey/IgnitionBlast,R=1004
Button/Hotkey/IncendiaryInfusion,X=1005
Button/Hotkey/IntegratedOptics,=1006
Button/Hotkey/Interdictor,D=1007
Button/Hotkey/JupiterAccelerator,C=1008
Button/Hotkey/KeironBioArmorLevel1,A=1009
Button/Hotkey/KeironBioArmorLevel2,A=1010
Button/Hotkey/KeironBioArmorLevel3,A=1011
Button/Hotkey/KeironBioWeaponsLevel1,W=1012
Button/Hotkey/KeironBioWeaponsLevel2,W=1013
Button/Hotkey/KeironBioWeaponsLevel3,W=1014
Button/Hotkey/KeironMechArmorLevel1,R=1015
Button/Hotkey/KeironMechArmorLevel2,R=1016
Button/Hotkey/KeironMechArmorLevel3,R=1017
Button/Hotkey/KeironMechWeaponsLevel1,E=1018
Button/Hotkey/KeironMechWeaponsLevel2,E=1019
Button/Hotkey/KeironMechWeaponsLevel3,E=1020
Button/Hotkey/KeironShieldsLevel1,S=1021
Button/Hotkey/KeironShieldsLevel2,S=1022
Button/Hotkey/KeironShieldsLevel3,S=1023
Button/Hotkey/Kraken,R=1024
Button/Hotkey/LaunchCloakCharge,R=1025
Button/Hotkey/LaunchShockCharge,E=1026
Button/Hotkey/LoadFerrion,L=1027
Button/Hotkey/Manufacturer,A=1028
Button/Hotkey/Massalisk,A=1029
Button/Hotkey/MaterializeAirUnits,X=1030
Button/Hotkey/MaterializeAperture,T=1031
Button/Hotkey/MaterializeAurora,A=1032
Button/Hotkey/MaterializeCataract,C=1033
Button/Hotkey/MaterializeCrux,E=1034
Button/Hotkey/MaterializeEcho,E=1035
Button/Hotkey/MaterializeFuse,F=1036
Button/Hotkey/MaterializeGroundUnits,Z=1037
Button/Hotkey/MaterializeGyre,R=1038
Button/Hotkey/MaterializeHarbinger,H=1039
Button/Hotkey/MaterializeInducer,D=1040
Button/Hotkey/MaterializeMyriad,Y=1041
Button/Hotkey/MaterializeParagon,G=1042
Button/Hotkey/MaterializePariah,A=1043
Button/Hotkey/MaterializePulsar,R=1044
Button/Hotkey/MaterializeTitan,T=1045
Button/Hotkey/MaterializeUmbra,B=1046
Button/Hotkey/MaterializeVolt,V=1047
Button/Hotkey/MaterializeWard,W=1048
Button/Hotkey/Mend,E=1049
Button/Hotkey/Mendling,D=1050
Button/Hotkey/MiningPriority,V=1051
Button/Hotkey/MobileForm,D=1052
Button/Hotkey/MobilizeCannon,D=1053
Button/Hotkey/MoleConceal,R=1054
Button/Hotkey/MoleReveal,F=1055
Button/Hotkey/MoleSubterraneanSensorsOff,W=1056
Button/Hotkey/MutagenChamber,T=1057
Button/Hotkey/MutateBattleFrenzy,R=1058
Button/Hotkey/MutateBileDucts,B=1059
Button/Hotkey/MutateCalcifiedHusk,C=1060
Button/Hotkey/MutateCleavingSpores,A=1061
Button/Hotkey/MutateDexterousJoints,D=1062
Button/Hotkey/MutateFlyerAttacks,E=1063
Button/Hotkey/MutateFlyerAttacksLevel2,E=1064
Button/Hotkey/MutateFlyerAttacksLevel3,E=1065
Button/Hotkey/MutateFlyerCarapace,C=1066
Button/Hotkey/MutateFlyerCarapaceLevel2,C=1067
Button/Hotkey/MutateFlyerCarapaceLevel3,C=1068
Button/Hotkey/MutateGroundAttacks,E=1069
Button/Hotkey/MutateGroundAttacksLevel2,E=1070
Button/Hotkey/MutateGroundAttacksLevel3,E=1071
Button/Hotkey/MutateGroundCarapace,C=1072
Button/Hotkey/MutateGroundCarapaceLevel2,C=1073
Button/Hotkey/MutateGroundCarapaceLevel3,C=1074
Button/Hotkey/MutateHunker,E=1075
Button/Hotkey/MutateIncendiaryInfusion,X=1076
Button/Hotkey/MutateOcularAcuity,A=1077
Button/Hotkey/MutatePersistentSpores,V=1078
Button/Hotkey/MutatePiercingThrust,E=1079
Button/Hotkey/MutateProlongedSpores,D=1080
Button/Hotkey/MutateRefinedExcretion,E=1081
Button/Hotkey/MutateResidualAcid,S=1082
Button/Hotkey/MutateScorpaliskMetabolics,R=1083
Button/Hotkey/MutateVolatileDischarge,V=1084
Button/Hotkey/MutateXayidFlyerAttacks1,E=1085
Button/Hotkey/MutateXayidFlyerCarapaceLevel2,C=1086
Button/Hotkey/MutateXayidFlyerCarapaceLevel3,C=1087
Button/Hotkey/MutateXayidGroundCarapaceLevel2,C=1088
Button/Hotkey/MutateXayidGroundCarapaceLevel3,C=1089
Button/Hotkey/MutateXayidGroundWeaponsLevel2,E=1090
Button/Hotkey/MutateXayidGroundWeaponsLevel3,E=1091
Button/Hotkey/MutateintoSacrificialMutation,C=1092
Button/Hotkey/NaniteGrenade,G=1093
Button/Hotkey/Node,E=1094
Button/Hotkey/Nullifier,N=1095
Button/Hotkey/Oculus,U=1096
Button/Hotkey/Olympus,Y=1097
Button/Hotkey/OlympusDischarge,D=1098
Button/Hotkey/OpticalDisruption,T=1099
Button/Hotkey/OrdnanceCache,D=1100
Button/Hotkey/OutfittingStation,S=1101
Button/Hotkey/Outlet,C=1102
Button/Hotkey/Pantheon,H=1103
Button/Hotkey/PhalanxReactor,=1104
Button/Hotkey/PlaceAcidNest,C=1105
Button/Hotkey/PlaceEmanator,E=1106
Button/Hotkey/ProcessingCore,C=1107
Button/Hotkey/ProcessingCoreChargingField,E=1108
Button/Hotkey/ProcessingCoreChargingFieldOff,D=1109
Button/Hotkey/ProcessorCancelStaticMode,D=1110
Button/Hotkey/ProcessorStaticMode,E=1111
Button/Hotkey/Projection,C=1112
Button/Hotkey/ProtectiveCloud,R=1113
Button/Hotkey/Prowler,W=1114
Button/Hotkey/PulsarDampener,D=1115
Button/Hotkey/RallyWorkerGen,G=1116
Button/Hotkey/Raptor,E=1117
Button/Hotkey/RelayTower,T=1118
Button/Hotkey/Reliquary,R=1119
Button/Hotkey/Relocate,R=1120
Button/Hotkey/Repulsor,R=1121
Button/Hotkey/ResearchAquilaPhalanxReactor,X=1122
Button/Hotkey/ResearchAvengerVengeanceMissile,V=1123
Button/Hotkey/ResearchBadgerAAMDefenseTurret,T=1124
Button/Hotkey/ResearchBlazeRefittedNozzles,R=1125
Button/Hotkey/ResearchBlitzerBoreanReactor,B=1126
Button/Hotkey/ResearchBoarShapedHull,S=1127
Button/Hotkey/ResearchCourierStealthSystems,A=1128
Button/Hotkey/ResearchEqualizerReinforcedPlating,D=1129
Button/Hotkey/ResearchFixerReactiveArmor,R=1130
Button/Hotkey/ResearchHornetBoreDrills,R=1131
Button/Hotkey/ResearchMoleSubterraneanSensors,A=1132
Button/Hotkey/ResearchProcessorCloakingGenerator,C=1133
Button/Hotkey/ResearchProcessorIntegratedOptics,D=1134
Button/Hotkey/ResearchResidualAcid,S=1135
Button/Hotkey/ResearchSpitfireCalibratedEngines,C=1136
Button/Hotkey/ResearchSpitfireMadcapRounds,D=1137
Button/Hotkey/ResearchTeslaInternalOptimization,T=1138
Button/Hotkey/ResearchTorrentEnhancedTargeting,E=1139
Button/Hotkey/ResearchVirtusSelfFixProtocol,F=1140
Button/Hotkey/Restitution,R=1141
Button/Hotkey/Reveal,R=1142
Button/Hotkey/RevenantBomb,E=1143
Button/Hotkey/RevenantBombUnit,R=1144
Button/Hotkey/Reverb,R=1145
Button/Hotkey/Reviler,R=1146
Button/Hotkey/Roamer,R=1147
Button/Hotkey/Sanctum,S=1148
Button/Hotkey/ScavengerNest,S=1149
Button/Hotkey/Scion_Overclock,Z=1150
Button/Hotkey/Scion_Processor,R=1151
Button/Hotkey/Scorpalisk,C=1152
Button/Hotkey/Scour,C=1153
Button/Hotkey/SelectBuilderKeiron,Q=1154
Button/Hotkey/SelectGrubs,S=1155
Button/Hotkey/SelectWasp,S=1156
Button/Hotkey/SelectWorms,S=1157
Button/Hotkey/SelfDestruct,X=1158
Button/Hotkey/SelfFixProtocol,F=1159
Button/Hotkey/ShapeAdvancedStructure,V=1160
Button/Hotkey/ShapeStructure,B=1161
Button/Hotkey/ShapedHull,D=1162
Button/Hotkey/ShellDome,D=1163
Button/Hotkey/Siphoner,E=1164
Button/Hotkey/SonicImage,G=1165
Button/Hotkey/SpawnWatcher,W=1166
Button/Hotkey/SpeedCloak,C=1167
Button/Hotkey/SpitfireDeadeyeModule,D=1168
Button/Hotkey/SpitfireSupercharge,R=1169
Button/Hotkey/Spitter,T=1170
Button/Hotkey/StagnatingBile,T=1171
Button/Hotkey/StaticDBurrow,E=1172
Button/Hotkey/StaticDUnburrow,D=1173
Button/Hotkey/Stratus,T=1174
Button/Hotkey/SubterraneanSensors,Q=1175
Button/Hotkey/SunkenWarren,S=1176
Button/Hotkey/SystemOffload,T=1177
Button/Hotkey/SystemRecharge,C=1178
Button/Hotkey/TechVault,V=1179
Button/Hotkey/TeslaConstructCharge,C=1180
Button/Hotkey/ToggleDetector,D=1181
Button/Hotkey/TorrentDroneDetonate,D=1182
Button/Hotkey/TorrentPlaceLunaMines,D=1183
Button/Hotkey/UmbraDisableStealthCompulsion,D=1184
Button/Hotkey/UmbraShieldCompulsion,C=1185
Button/Hotkey/Unfuse,U=1186
Button/Hotkey/UnloadAllFerrion,D=1187
Button/Hotkey/UpgradeAircraftPlating,A=1188
Button/Hotkey/UpgradeAircraftPlatingLevel2,A=1189
Button/Hotkey/UpgradeAircraftPlatingLevel3,A=1190
Button/Hotkey/UpgradeAircraftWeapons,E=1191
Button/Hotkey/UpgradeAircraftWeaponsLevel2,E=1192
Button/Hotkey/UpgradeAircraftWeaponsLevel3,E=1193
Button/Hotkey/UpgradeGoundPlatingLevel2,A=1194
Button/Hotkey/UpgradeGroundPlating,A=1195
Button/Hotkey/UpgradeGroundPlatingLevel2,A=1196
Button/Hotkey/UpgradeGroundPlatingLevel3,A=1197
Button/Hotkey/UpgradeHeavyWeapons,R=1198
Button/Hotkey/UpgradeHeavyWeaponsLevel2,R=1199
Button/Hotkey/UpgradeHeavyWeaponsLevel3,R=1200
Button/Hotkey/UpgradeLightWeapons,E=1201
Button/Hotkey/UpgradeLightWeaponsLevel2,E=1202
Button/Hotkey/UpgradeLightWeaponsLevel3,E=1203
Button/Hotkey/UpgraedHeavyWeaponryLevel2,R=1204
Button/Hotkey/Uploader,D=1205
Button/Hotkey/VengeanceMissile,V=1206
Button/Hotkey/VolatileDischarge,V=1207
Button/Hotkey/XayidDen,X=1208
Button/Hotkey/Xayidling,X=1209
Button/Hotkey/Xayithoan,T=1210
Button/Hotkey/Zenith,Z=1211
Button/Hotkey/,W=1212
Button/Hotkey/ALLRACE2SynoidLockdownCancel,Escape=1213
Button/Hotkey/ALLRACE2SynoidSearchlightCancel,Escape=1214
Button/Hotkey/ALLRACE2SynoidUmpireRush,B=1215
Button/Hotkey/AnathemaLightningStorm,R=1216
Button/Hotkey/AnathemaMyoko,W=1217
Button/Hotkey/Assembly,S=1218
Button/Hotkey/Atrocity,W=1219
Button/Hotkey/BioSynthFacility,C=1220
Button/Hotkey/BlimpDefensiveMatrix,Q=1221
Button/Hotkey/BlimpLoad,L=1222
Button/Hotkey/BlimpLockdown,E=1223
Button/Hotkey/BlimpSynoid,D=1224
Button/Hotkey/BlimpUnloadAll,F=1225
Button/Hotkey/Bloodletter,R=1226
Button/Hotkey/BloodletterBleed,X=1227
Button/Hotkey/Buoy,G=1228
Button/Hotkey/Chopper,G=1229
Button/Hotkey/Chopper2,G=1230
Button/Hotkey/Cremator,C=1231
Button/Hotkey/DeployHangar,D=1232
Button/Hotkey/DeployHellstormMissileTurret,Z=1233
Button/Hotkey/DeployPsiIndoctrinator,F=1234
Button/Hotkey/DeployRepairBots,R=1235
Button/Hotkey/DeploySatComTower,X=1236
Button/Hotkey/DeployStructure,B=1237
Button/Hotkey/DeployWarDrones,W=1238
Button/Hotkey/DisableAshigaraBatteries,E=1239
Button/Hotkey/EnableAshigaraBatteries,Q=1240
Button/Hotkey/EnthralledSynoid,N=1241
Button/Hotkey/ExplodingGeneratorDrop,X=1242
Button/Hotkey/G,R=1243
Button/Hotkey/Garrison,A=1244
Button/Hotkey/Gr,R=1245
Button/Hotkey/GreaterProcessor,Z=1246
Button/Hotkey/Gru,R=1247
Button/Hotkey/Grub,R=1248
Button/Hotkey/Grun,R=1249
Button/Hotkey/Gry,R=1250
Button/Hotkey/HealArea,W=1251
Button/Hotkey/HealEmitter,F=1252
Button/Hotkey/Indoctrinate,E=1253
Button/Hotkey/IronFletcher,Q=1254
Button/Hotkey/IronFletcherStackTooltip,H=1255
Button/Hotkey/KimeraMyoko2,W=1256
Button/Hotkey/LinkEMPShockwave,D=1257
Button/Hotkey/MagMine,R=1258
Button/Hotkey/MediTruck,C=1259
Button/Hotkey/MidasIgniter,S=1260
Button/Hotkey/MissileStrikeArm,Z=1261
Button/Hotkey/MunitionsDepot,Z=1262
Button/Hotkey/MycoChoir,Q=1263
Button/Hotkey/MycoProcessor,Q=1264
Button/Hotkey/NukePackArm,I=1265
Button/Hotkey/PenetratingShot2,T=1266
Button/Hotkey/Phalanx,K=1267
Button/Hotkey/PowerMatrixAmplifier,X=1268
Button/Hotkey/PowerSupply,Q=1269
Button/Hotkey/Prospector,Q=1270
Button/Hotkey/R,W=1271
Button/Hotkey/Rancor,E=1272
Button/Hotkey/RaynorSnipe2,T=1273
Button/Hotkey/Re,H=1274
Button/Hotkey/Res,H=1275
Button/Hotkey/Rese,H=1276
Button/Hotkey/Resea,H=1277
Button/Hotkey/Resear,H=1278
Button/Hotkey/Researc,H=1279
Button/Hotkey/Research,H=1280
Button/Hotkey/ResearchAshigaraBatteries,F=1281
Button/Hotkey/ResearchAtrocityShield,P=1282
Button/Hotkey/ResearchChopperCharges,G=1283
Button/Hotkey/ResearchEnergyEfficiency,H=1284
Button/Hotkey/ResearchExplosiveGenerator,R=1285
Button/Hotkey/ResearchG,H=1286
Button/Hotkey/ResearchGr,H=1287
Button/Hotkey/ResearchGru,H=1288
Button/Hotkey/ResearchGrun,H=1289
Button/Hotkey/ResearchGruntHealth,G=1290
Button/Hotkey/ResearchPhalanxBarrier,S=1291
Button/Hotkey/ResearchRegenerativeBioSteel,R=1292
Button/Hotkey/ResearchStealthCharge,X=1293
Button/Hotkey/Ricoshot,W=1294
Button/Hotkey/SatComSpyBot,A=1295
Button/Hotkey/SatUplink,G=1296
Button/Hotkey/SatUplink2,A=1297
Button/Hotkey/Servitor,Q=1298
Button/Hotkey/Snipe2,R=1299
Button/Hotkey/Spotlight,R=1300
Button/Hotkey/Stim2,T=1301
Button/Hotkey/SuperAssembly,Z=1302
Button/Hotkey/SuperGarrison,Z=1303
Button/Hotkey/SuperHangar,Z=1304
Button/Hotkey/SynoidBloodLetterCloak,C=1305
Button/Hotkey/SynoidBloodLetterDecloak,D=1306
Button/Hotkey/SynoidBuoyActivateSiegeMode,E=1307
Button/Hotkey/SynoidBuoyDeactivateSiegeMode,D=1308
Button/Hotkey/SynoidBuoyJump,T=1309
Button/Hotkey/SynoidCapitalShip,N=1310
Button/Hotkey/SynoidDeployGreaterWarDrones2,E=1311
Button/Hotkey/SynoidGriffinActivateDefenseField,E=1312
Button/Hotkey/SynoidGriffinActivateDefenseFieldPassive,=1313
Button/Hotkey/SynoidGriffon,F=1314
Button/Hotkey/SynoidInfantryArmorLevel1,W=1315
Button/Hotkey/SynoidInfantryArmorLevel2,W=1316
Button/Hotkey/SynoidInfantryArmorLevel3,W=1317
Button/Hotkey/SynoidInfantryWeaponsLevel1,Q=1318
Button/Hotkey/SynoidInfantryWeaponsLevel2,Q=1319
Button/Hotkey/SynoidInfantryWeaponsLevel3,Q=1320
Button/Hotkey/SynoidMidasIngiterExplode,X=1321
Button/Hotkey/SynoidMissileStrike,W=1322
Button/Hotkey/SynoidPsionicPulse,T=1323
Button/Hotkey/SynoidSalvage,V=1324
Button/Hotkey/SynoidUpgradeMechanicalWeaponsLevel1,E=1325
Button/Hotkey/T,R=1326
Button/Hotkey/TankBuster,E=1327
Button/Hotkey/Te,R=1328
Button/Hotkey/Tea,R=1329
Button/Hotkey/Teas,R=1330
Button/Hotkey/TeastNukePack,V=1331
Button/Hotkey/U,E=1332
Button/Hotkey/Um,E=1333
Button/Hotkey/Ump,E=1334
Button/Hotkey/Umpi,E=1335
Button/Hotkey/Umpir,E=1336
Button/Hotkey/Umpire,E=1337
Button/Hotkey/Umpire ,E=1338
Button/Hotkey/Umpire C,E=1339
Button/Hotkey/Umpire Cr,E=1340
Button/Hotkey/Umpire Cra,E=1341
Button/Hotkey/Umpire Craf,E=1342
Button/Hotkey/Umpire Craft,R=1343
Button/Hotkey/UpgradeMechanicalPlatingLevel1,W=1344
Button/Hotkey/W,R=1345
Button/Hotkey/Wa,R=1346
Button/Hotkey/WalkerBeacon,F=1347
Button/Hotkey/War,R=1348
Button/Hotkey/Warb,R=1349
Button/Hotkey/Warbo,R=1350
Button/Hotkey/Warbot,W=1351
Button/Hotkey/WarhoundSawblade,W=1352
Button/Hotkey/ZerglingProjection,R=1353
Button/Hotkey/TalDarimArchway,G=1354
Button/Hotkey/TalDarimAscendant,T=1355
Button/Hotkey/TalDarimAscendantArchive,T=1356
Button/Hotkey/TalDarimAscendantArchivesAscendantResearchMindBlast,M=1357
Button/Hotkey/TalDarimAscendantMindBlast,F=1358
Button/Hotkey/TalDarimAscendantPsiOrb,T=1359
Button/Hotkey/TalDarimAutomationBay,B=1360
Button/Hotkey/TalDarimAutomationBayVanguardResearchMatterDispersion,M=1361
Button/Hotkey/TalDarimAutomationBayWarPrismResearchGraviticDrive,G=1362
Button/Hotkey/TalDarimAutomationBayWrathwalkerResearchAirTargeting,T=1363
Button/Hotkey/TalDarimAutomationFacility,R=1364
Button/Hotkey/TalDarimBloodHunter,D=1365
Button/Hotkey/TalDarimBloodHunterVoidStasis,V=1366
Button/Hotkey/TalDarimBloodShrine,D=1367
Button/Hotkey/TalDarimChampion,H=1368
Button/Hotkey/TalDarimCustodesAnchorLink,N=1369
Button/Hotkey/TalDarimCustodesMergeSelection,C=1370
Button/Hotkey/TalDarimCustodesMergeTarget,C=1371
Button/Hotkey/TalDarimCustodesTarrazineFog,T=1372
Button/Hotkey/TalDarimCustodian,N=1373
Button/Hotkey/TalDarimCyberneticsKernel,Y=1374
Button/Hotkey/TalDarimCyberneticsKernelResearchCloakingModule,C=1375
Button/Hotkey/TalDarimCynosure,N=1376
Button/Hotkey/TalDarimCynosureDestructiveHarvest,D=1377
Button/Hotkey/TalDarimCynosurePhotonicOvercharge,F=1378
Button/Hotkey/TalDarimDeathCouncil,C=1379
Button/Hotkey/TalDarimDeathCouncilChampionResearchHegemonie,H=1380
Button/Hotkey/TalDarimDeathCouncilSlayerResearchEnhancedFrame,E=1381
Button/Hotkey/TalDarimDeathCouncilSupplicantResearchBloodShields,B=1382
Button/Hotkey/TalDarimDeathCouncilSupplicantResearchSoulAugmentation,A=1383
Button/Hotkey/TalDarimDeathStar,T=1384
Button/Hotkey/TalDarimDeathStarAssumeCommand,D=1385
Button/Hotkey/TalDarimDeathStarReleaseCommand,R=1386
Button/Hotkey/TalDarimDeathStarVaporize,V=1387
Button/Hotkey/TalDarimDestroyer,V=1388
Button/Hotkey/TalDarimDestroyerBloodSeeker,E=1389
Button/Hotkey/TalDarimDestroyerVoidAmplifier,V=1390
Button/Hotkey/TalDarimDrainSupplicantGeneric1,U=1391
Button/Hotkey/TalDarimDrainSupplicantGeneric2,U=1392
Button/Hotkey/TalDarimDreadnoughCloningVat,C=1393
Button/Hotkey/TalDarimDreadnought,C=1394
Button/Hotkey/TalDarimDuplicator,F=1395
Button/Hotkey/TalDarimFleetLodestar,F=1396
Button/Hotkey/TalDarimFleetLodestarDestroyerResearchVoidAmplifier,V=1397
Button/Hotkey/TalDarimFleetLodestarDreadnoughResearchCloningVat,C=1398
Button/Hotkey/TalDarimFleetLodestarOutriderResearchGoliarPulseCrystal,G=1399
Button/Hotkey/TalDarimFracturer,A=1400
Button/Hotkey/TalDarimGatherPrTD,G=1401
Button/Hotkey/TalDarimHavoc,E=1402
Button/Hotkey/TalDarimHavocTargetLock,T=1403
Button/Hotkey/TalDarimHavocVoidShard,C=1404
Button/Hotkey/TalDarimLocust,E=1405
Button/Hotkey/TalDarimMonitor,B=1406
Button/Hotkey/TalDarimMonitorDetonation,F=1407
Button/Hotkey/TalDarimOutrider,O=1408
Button/Hotkey/TalDarimOutriderGoliarPulseCrystal,R=1409
Button/Hotkey/TalDarimParticleCannon,C=1410
Button/Hotkey/TalDarimPeristyle,E=1411
Button/Hotkey/TalDarimPrismaticTower,H=1412
Button/Hotkey/TalDarimReconstitute,E=1413
Button/Hotkey/TalDarimReliquaryofSouls,R=1414
Button/Hotkey/TalDarimRiddler,E=1415
Button/Hotkey/TalDarimRiddlerEnshroud,E=1416
Button/Hotkey/TalDarimRiddlerPlasmaBomb,T=1417
Button/Hotkey/TalDarimRiddlerPlasmaBombBoom,D=1418
Button/Hotkey/TalDarimSlayer,S=1419
Button/Hotkey/TalDarimSoulLeech,R=1420
Button/Hotkey/TalDarimSoulLeechPriorityHigh,H=1421
Button/Hotkey/TalDarimSoulLeechPriorityLow,L=1422
Button/Hotkey/TalDarimSoulLeechPriorityMedium,M=1423
Button/Hotkey/TalDarimStararch,S=1424
Button/Hotkey/TalDarimSummonBloodHunter,D=1425
Button/Hotkey/TalDarimSummonChampion,H=1426
Button/Hotkey/TalDarimSummonCustodian,N=1427
Button/Hotkey/TalDarimSummonDestroyer,V=1428
Button/Hotkey/TalDarimSummonDreadnought,C=1429
Button/Hotkey/TalDarimSummonLocust,L=1430
Button/Hotkey/TalDarimSummonOutrider,T=1431
Button/Hotkey/TalDarimSummonRiddler,E=1432
Button/Hotkey/TalDarimSummonSlayer,S=1433
Button/Hotkey/TalDarimSummonSupplicant,Z=1434
Button/Hotkey/TalDarimSummonVanguard,I=1435
Button/Hotkey/TalDarimSummonWrathwalker,W=1436
Button/Hotkey/TalDarimSupplicant,Z=1437
Button/Hotkey/TalDarimSupplicantDrainSupplicant,U=1438
Button/Hotkey/TalDarimUpgradeAirArmorLevel1,A=1439
Button/Hotkey/TalDarimUpgradeAirArmorLevel2,A=1440
Button/Hotkey/TalDarimUpgradeAirArmorLevel3,A=1441
Button/Hotkey/TalDarimUpgradeAirWeaponsLevel1,E=1442
Button/Hotkey/TalDarimUpgradeAirWeaponsLevel2,E=1443
Button/Hotkey/TalDarimUpgradeAirWeaponsLevel3,E=1444
Button/Hotkey/TalDarimUpgradeGroundArmorLevel1,A=1445
Button/Hotkey/TalDarimUpgradeGroundArmorLevel2,A=1446
Button/Hotkey/TalDarimUpgradeGroundArmorLevel3,A=1447
Button/Hotkey/TalDarimUpgradeGroundWeaponsLevel1,G=1448
Button/Hotkey/TalDarimUpgradeGroundWeaponsLevel2,G=1449
Button/Hotkey/TalDarimUpgradeGroundWeaponsLevel3,G=1450
Button/Hotkey/TalDarimUpgradeShieldsLevel1,S=1451
Button/Hotkey/TalDarimUpgradeShieldsLevel2,S=1452
Button/Hotkey/TalDarimUpgradeShieldsLevel3,S=1453
Button/Hotkey/TalDarimVanguard,I=1454
Button/Hotkey/TalDarimWarPrism,A=1455
Button/Hotkey/TalDarimWarPrismGraviticDrive,G=1456
Button/Hotkey/TalDarimWarPrismTransportMode,T=1457
Button/Hotkey/TalDarimWarPrismTurretMode,E=1458
Button/Hotkey/TalDarimWarPrismUnloadAll,C=1459
Button/Hotkey/TalDarimWarmistress,M=1460
Button/Hotkey/TalDarimWarmistressSoulsOvercharge,O=1461
Button/Hotkey/TalDarimWarpInTwoSupplicant,V=1462
Button/Hotkey/TalDarimWrathwalker,W=1463
Button/Hotkey/AssaultTank,A=1464
Button/Hotkey/AtmosphericOperationsLoadout,A=1465
Button/Hotkey/AttackBarrage2,D=1466
Button/Hotkey/AuthorizeCloakingDrones,C=1467
Button/Hotkey/AuthorizeCloakingDrones2,C=1468
Button/Hotkey/AuthorizeCommandoTraining,C=1469
Button/Hotkey/AuthorizeEnrichedUraniumOrdinance,E=1470
Button/Hotkey/AuthorizeExtendedMissilePayloads,X=1471
Button/Hotkey/AuthorizeFieldReloadingProtocols,F=1472
Button/Hotkey/AuthorizeIcarusCatalyst,S=1473
Button/Hotkey/AuthorizeO,C=1474
Button/Hotkey/AuthorizeOp,C=1475
Button/Hotkey/AuthorizeOpt,C=1476
Button/Hotkey/AuthorizeOpti,C=1477
Button/Hotkey/AuthorizeOptic,C=1478
Button/Hotkey/AuthorizeOptica,C=1479
Button/Hotkey/AuthorizeOptical,C=1480
Button/Hotkey/AuthorizeOpticalF,C=1481
Button/Hotkey/AuthorizeOpticalFl,C=1482
Button/Hotkey/AuthorizeOpticalFla,C=1483
Button/Hotkey/AuthorizeOpticalFlar,C=1484
Button/Hotkey/AuthorizeOpticalFlare,F=1485
Button/Hotkey/AuthorizeProjectedGravityShield,V=1486
Button/Hotkey/AuthorizePrototypePositronicWeaponry,T=1487
Button/Hotkey/AuthorizeSalvoFiringPatterns,S=1488
Button/Hotkey/AuthorizeStrikeGrenades,R=1489
Button/Hotkey/AuthorizeTandemReactiveArmor,D=1490
Button/Hotkey/AuthorizeTowerMining,G=1491
Button/Hotkey/B,W=1492
Button/Hotkey/Bu,W=1493
Button/Hotkey/Bui,W=1494
Button/Hotkey/Buil,W=1495
Button/Hotkey/Build,W=1496
Button/Hotkey/BuildArsenal,A=1497
Button/Hotkey/BuildBeacon,A=1498
Button/Hotkey/BuildStrikeTrooper,S=1499
Button/Hotkey/BuildStrikefighter,F=1500
Button/Hotkey/BuildStrikefighter2,E=1501
Button/Hotkey/BuildValkyrie,V=1502
Button/Hotkey/BurrowChargeGarmr,Q=1503
Button/Hotkey/ButtonAuthorizeChargeNapoleon,E=1504
Button/Hotkey/ButtonChargeNapoleon,E=1505
Button/Hotkey/ButtonDrakkarFastMove,W=1506
Button/Hotkey/ButtonDrakkarFireMode,Q=1507
Button/Hotkey/ButtonIonRecharging,G=1508
Button/Hotkey/ButtonStrikeFighterAirAttack,R=1509
Button/Hotkey/ButtonStrikeFighterGroundAttack,E=1510
Button/Hotkey/ButtonStrikeFighterSeedButtonStrikeFighterSpeed,W=1511
Button/Hotkey/ButtonStrikeFighterSeedButtonStrikeFighterSpeedUpgrade,W=1512
Button/Hotkey/ButtonStrikeFighterSeedButtonUEDUpgadeStatDefense,Q=1513
Button/Hotkey/ButtonStrikeFighterSeedButtonUEDUpgadeStrikeFighter,R=1514
Button/Hotkey/ButtonStrikeFighterSeedButtonUpgadeStrikeFighterSpeed,W=1515
Button/Hotkey/ButtonTowerMiningOtkl,S=1516
Button/Hotkey/ButtonTowerMiningVkl,D=1517
Button/Hotkey/ButtonUEDResearchLightArmory,A=1518
Button/Hotkey/ButtonUEDResearchLightArmory2,A=1519
Button/Hotkey/ButtonUEDResearchLightArmory3,A=1520
Button/Hotkey/ButtonUEDUpgradePenemundeRange,F=1521
Button/Hotkey/ButtonUpgradeDrakkar,Q=1522
Button/Hotkey/ButtonUpgradePhosphoricFire,G=1523
Button/Hotkey/ButtonUpgraideHurrakan,B=1524
Button/Hotkey/CalldownEnrichmentTower,E=1525
Button/Hotkey/CorruptionAbility2,C=1526
Button/Hotkey/CrimsonEye,C=1527
Button/Hotkey/CrimsonEyeRepair,R=1528
Button/Hotkey/DeployPsionicSuppressionField,Q=1529
Button/Hotkey/DesolatorMissileTank,D=1530
Button/Hotkey/DrakkaAPCrLoad,G=1531
Button/Hotkey/DrakkarAPC,G=1532
Button/Hotkey/DrakkarUnloadAll,D=1533
Button/Hotkey/DroneRepairModule,R=1534
Button/Hotkey/DropArsenal,D=1535
Button/Hotkey/DropHeavyTower,D=1536
