Actor/EditorSuffix/GuideVisualQuadSplat,=0
Actor/Name/CreepBlocker8x8,Bloqueador Gosma 8x8 /// Creep Blocker 8x8=16414
Actor/Name/CreepSpray,Spray de Gosma /// Creep Spray=16415
Actor/Name/CreepSprayGuide,Guia Spray de Gosma /// Creep Spray Guide=16416
Actor/Name/CreepSprayImpactExplosion,Impacto Explosão Spray de Gosma /// Creep Spray Impact Explosion=16417
Actor/Name/CreepSprayMissile,Míssil de Spray de Gosma /// Creep Spray Missile=16418
Actor/Name/CreepTumorMissileAttack,Ataque Míssil de Tumor Gosmento /// Creep Tumor Missile Attack=16419
Actor/Name/CreepTumorMissileAttackImpactSound,Tumor gosmento Míssil Ataque Impacto Som /// Creep Tumor Missile Attack Impact Sound=16420
Actor/Name/CreepTumorMissileAttackMissile,Míssil Ataque Míssil de Tumor Gosmento /// Creep Tumor Missile Attack Missile=16421
Actor/Name/CycloneMissileAttackImpulse,Impulso Ataque Míssil Ciclone /// Cyclone Missile Attack Impulse=16422
Actor/Name/CycloneMissilesAttack,Ataque Mísseis Ciclone /// Cyclone Missiles Attack=16423
Actor/Name/CycloneMissilesAttackMissile,Ataque Míssil Mísseis Ciclone /// Cyclone Missiles Attack Missile=16424
Actor/Name/DNAPickup,Coleta de DNA /// DNA Pickup=16425
Actor/Name/DarkTemplarAttackDeathForceLateral,Templário das Trevas Ataque Morte Forçar Lateral /// Dark Templar Attack Death Force Lateral=16426
Actor/Name/DarkTemplarAttackDeathForceOverhead,Templário das Trevas Ataque Morte Forçar Acima /// Dark Templar Attack Death Force Overhead=16427
Actor/Name/DarkTemplarAttackDeathForceThrust,Templário das Trevas Ataque Morte Forçar Impulso /// Dark Templar Attack Death Force Thrust=16428
Actor/Name/DarkTemplar_Land,DarkTemplar_Land /// DarkTemplar_Land=16429
Actor/Name/DeadPrimalisk,Primalisca Morta /// Dead Primalisk=16430
Actor/Name/DeadQueen,Rainha Morta /// Dead Queen=16431
Actor/Name/DeafeningRoarImpact,Impacto do Rugido Ensurdecedor /// Deafening Roar Impact=16432
Actor/Name/DeafeningRoarLaunch,Lançamento do Rugido Ensurdecedor /// Deafening Roar Launch=16433
Actor/Name/DeafeningRoarLaunchSound,Som de Lançamento do Rugido Ensurdecedor /// Deafening Roar Launch Sound=16434
Actor/Name/DeathRagdollDetonationForce,Morte Boneco de pano Detonação Forçar /// Death Ragdoll Detonation Force=16435
Actor/Name/DecalSpace,Espaço de Logotipo /// Decal Space=16436
Actor/Name/DefensiveMatrixOdin,Matriz defensiva Odin /// Defensive Matrix Odin=16437
Actor/Name/DefensiveWall451HMerge,Passarela Fortificada /// Fortified Walkway=16438
Actor/Name/DefensiveWall452HMerge,Passarela Fortificada /// Fortified Walkway=16439
Actor/Name/DefensiveWall45Doodad,Passarela Fortificada - 45 /// Fortified Walkway - 45=16440
Actor/Name/DefensiveWall45InnerDoodad,Passarela Fortificada - 45 Esquina Exterior /// Fortified Walkway - 45 Corner Outer=16441
Actor/Name/DefensiveWall45OneThirdDoodad,Passarela Fortificada - 45 Tapa-buracos /// Fortified Walkway - 45 Gap Filler=16442
Actor/Name/DefensiveWall45OuterDoodad,Passarela Fortificada - 45 Esquina Interior /// Fortified Walkway - 45 Corner Inner=16443
Actor/Name/DefensiveWall45RampDoodad,Passarela Fortificada - 45 Rampa /// Fortified Walkway - 45 Ramp=16444
Actor/Name/DefensiveWall45RampDoodadMirror,Passarela Fortificada - 45 Rampa (Espelhada) /// Fortified Walkway - 45 Ramp (Mirrored)=16445
Actor/Name/DefensiveWall901HMerge,Passarela Fortificada /// Fortified Walkway=16446
Actor/Name/DefensiveWall902HMerge,Passarela Fortificada /// Fortified Walkway=16447
Actor/Name/DefensiveWall90Doodad,Passarela Fortificada - 90 /// Fortified Walkway - 90=16448
Actor/Name/DefensiveWall90InnerDoodad,Passarela Fortificada - 45-90 Combinar Interior /// Fortified Walkway - 45-90 Merge Inner=16449
Actor/Name/DefensiveWall90InnerDoodadMirror,Passarela Fortificada - 45-90 Combinar Interior (Espelhada) /// Fortified Walkway - 45-90 Merge Inner (Mirrored)=16450
Actor/Name/DefensiveWall90OneThirdDoodad,Passarela Fortificada - 90 Tapa-buracos /// Fortified Walkway - 90 Gap Filler=16451
Actor/Name/DefensiveWall90OuterDoodad,Passarela Fortificada - 45-90 Combinar Interior /// Fortified Walkway - 45-90 Merge Outer=16452
Actor/Name/DefensiveWall90OuterDoodadMirror,Passarela Fortificada - 45-90 Combinar Interior (Espelhada) /// Fortified Walkway - 45-90 Merge Outer (Mirrored)=16453
Actor/Name/DefensiveWallEnd,Passarela Fortificada - Fim Cap /// Fortified Walkway - End Cap=16454
Actor/Name/Defiler,Poluidor /// Defiler=16455
Actor/Name/DesertCaveEntrance,HotS - Entrada da caverna - Deserto /// HotS - Cave Entrance - Desert=16456
Actor/Name/DesertPlanetLandingLight,Luzes de Pouso - Deserto /// Landing Lights - Desert=16457
Actor/Name/DesertPlanetSearchlight,Holofote Planeta Deserto /// Desert Planet Searchlight=16458
Actor/Name/DesertPlanetStreetlight,Poste de Luz Planeta Deserto /// Desert Planet Streetlight=16459
Actor/Name/DesertRockGiant,HotS - Gigante de Rocha - Deserto /// HotS - Rock Giant - Desert=16460
Actor/Name/DesertWorldCurtain,Proteção (Bloqueador de campo de visão) - /// Curtain (LOS BLOCKER) -=16461
Actor/Name/DestructibleArch,Arco Destrutível /// Destructible Arch=16462
Actor/Name/DestructibleArchRubble,Destroço de Arco Destrutível /// Destructible Arch Rubble=16463
Actor/Name/DestructibleCityDebris2x4Horizontal,Destroços2x4 Cidade destrutível Horizontal /// Destructible City Debris2x4 Horizontal=16464
Actor/Name/DestructibleCityDebris2x4Vertical,Destroços2x4 Cidade destrutível Vertical /// Destructible City Debris2x4 Vertical=16465
Actor/Name/DestructibleCityDebris2x6Horizontal,Destroços2x6 Cidade destrutível Horizontal /// Destructible City Debris2x6 Horizontal=16466
Actor/Name/DestructibleCityDebris2x6Vertical,Destroços2x6 Cidade destrutível Vertical /// Destructible City Debris2x6 Vertical=16467
Actor/Name/DestructibleCityDebris4x4,Destroços4x4 Cidade destrutível /// Destructible City Debris4x4=16468
Actor/Name/DestructibleCityDebris6x6,Destroços6x6 Cidade destrutível /// Destructible City Debris6x6=16469
Actor/Name/DestructibleCityDebrisHugeDiagonalBLUR,BLUR Diagonal Grande Destroços Cidade destrutível /// Destructible City Debris Huge Diagonal BLUR=16470
Actor/Name/DestructibleCityDebrisHugeDiagonalULBR,ULBR Diagonal Grande Destroços Cidade destrutível /// Destructible City Debris Huge Diagonal ULBR=16471
Actor/Name/DestructibleIce2x4Vertical,Gelo destrutível2x4 Vertical /// Destructible Ice2x4 Vertical=16472
Actor/Name/DestructibleIce2x6Vertical,Gelo destrutível2x6 Vertical /// Destructible Ice2x6 Vertical=16473
Actor/Name/DestructibleIce4x4,Gelo destrutível4x4 /// Destructible Ice4x4=16474
Actor/Name/DestructibleIce6x6,Gelo destrutível6x6 /// Destructible Ice6x6=16475
Actor/Name/DestructibleIceDiagonalHugeULBR,ULBR Diagonal Enorme Gelo destrutível /// Destructible Ice Diagonal Huge ULBR=16476
Actor/Name/DestructibleRock6x6Weak,Rocha destrutível Ex6x6 Fraco /// Destructible Rock6x6 Weak=16477
Actor/Name/DestructibleRockEx12x4Vertical,Rocha destrutível Ex12x4 Vertical /// Destructible Rock Ex12x4 Vertical=16478
Actor/Name/DestructibleRockEx12x6Vertical,Rocha destrutível Ex12x6 Vertical /// Destructible Rock Ex12x6 Vertical=16479
Actor/Name/DestructibleRockEx14x4,Rocha destrutível Ex14x4 /// Destructible Rock Ex14x4=16480
Actor/Name/DestructibleRockEx16x6,Rocha destrutível Ex16x6 /// Destructible Rock Ex16x6=16481
Actor/Name/DestructibleRockEx1DiagonalHugeULBR,ULBR Diagonal Enorme Rocha destrutível Ex1 /// Destructible Rock Ex1 Diagonal Huge ULBR=16482
Actor/Name/DestructibleRubbleDeathModel,Modelo Morte Destroço Destrutível /// Destructible Rubble Death Model=16483
Actor/Name/DestructibleStatue,Estátua Destrutível /// Destructible Statue=16484
Actor/Name/DestructibleStatueRubble,Destroço de Estátua Destrutível /// Destructible Statue Rubble=16485
Actor/Name/DestructibleStatueRubbleDead,Morto Destroços Estátua destrutível /// Destructible Statue Rubble Dead=16486
Actor/Name/Devourer,Devorador /// Devourer=16487
Actor/Name/Digester,Digestor /// Digester=16488
Actor/Name/DigesterBanelingKicker,Disparador Digestor Tatu-bomba /// Digester Baneling Kicker=16489
Actor/Name/DigesterBanelingKickerText,Texto Disparador Digestor Tatu-bomba /// Digester Baneling Kicker Text=16490
Actor/Name/DigesterBaseResourceKicker,Disparador Base Recurso Digestor /// Digester Base Resource Kicker=16491
Actor/Name/DigesterBuild,Construir Digestor /// Digester Build=16492
Actor/Name/DigesterCreepSprayTargetUnit,Unidade Alvo de Spray de Gosma do Digestor /// Digester Creep Spray Target Unit=16493
Actor/Name/DigesterCreepSprayUnit,Unidade de Spray de Gosma do Digestor /// Digester Creep Spray Unit=16494
Actor/Name/DigesterDroneKicker,Disparador Zangão Digestor /// Digester Drone Kicker=16495
Actor/Name/DigesterDroneKickerText,Texto Disparador Zangão Digestor /// Digester Drone Kicker Text=16496
Actor/Name/DigesterHydraliskKicker,Disparador Hidralisca Digestor /// Digester Hydralisk Kicker=16497
Actor/Name/DigesterHydraliskKickerText,Texto Disparador Hidralisca Digestor /// Digester Hydralisk Kicker Text=16498
Actor/Name/DigesterInfestorKicker,Disparador Infestador Digestor /// Digester Infestor Kicker=16499
Actor/Name/DigesterInfestorKickerText,Texto Disparador Infestador Digestor /// Digester Infestor Kicker Text=16500
Actor/Name/DigesterQueenKicker,Disparador Rainha Digestor /// Digester Queen Kicker=16501
Actor/Name/DigesterQueenKickerText,Texto Disparador Rainha Digestor /// Digester Queen Kicker Text=16502
Actor/Name/DigesterRefundTextDefault,Texto Padrão Devolução Digestor /// Digester Refund Text Default=16503
Actor/Name/DigesterRefundTextMover,Texto Deslocador Devolução Digestor /// Digester Refund Text Mover=16504
Actor/Name/DigesterRoachKicker,Disparador Barata Digestor /// Digester Roach Kicker=16505
Actor/Name/DigesterRoachKickerText,Texto Disparador Barata Digestor /// Digester Roach Kicker Text=16506
Actor/Name/DigesterSwarmHostKicker,Disparador Hospedeiro do Enxame Digestor /// Digester Swarm Host Kicker=16507
Actor/Name/DigesterSwarmHostKickerText,Texto Disparador Hospedeiro do Enxame Digestor /// Digester Swarm Host Kicker Text=16508
Actor/Name/DigesterUltraliskKicker,Disparador Mammuthus Digestor /// Digester Ultralisk Kicker=16509
Actor/Name/DigesterUltraliskKickerText,Texto Disparador Digestor Mammuthus /// Digester Ultralisk Kicker Text=16510
Actor/Name/DigesterZerglingKicker,Disparador Digestor Zergnídeo /// Digester Zergling Kicker=16511
Actor/Name/DigesterZerglingKickerText,Texto Disparador Digestor Zergnídeo /// Digester Zergling Kicker Text=16512
Actor/Name/DockingBayGround,Chão do Ancoradouro /// Docking Bay Ground=16513
Actor/Name/DodgeDrone,Zangão Esquivo /// Dodge Drone=16514
Actor/Name/DodgeDroneAttack,Esquivar Ataque do zangão /// Dodge Drone Attack=16515
Actor/Name/DodgeDroneShadow,Esquivar Sombra Zangão /// Dodge Drone Shadow=16516
Actor/Name/DominionEnergyCannon,Canhão de Energia da Supremacia /// Dominion Energy Cannon=16517
Actor/Name/DominionLandingPad,Plataforma de Pouso da Supremacia /// Dominion Landing Pad=16518
Actor/Name/Doodad_CliffGlacierCollapsing_StandWorkStart,Doodad_CliffGlacierCollapsing_StandWorkStart /// Doodad_CliffGlacierCollapsing_StandWorkStart=16519
Actor/Name/Doodad_DominionEnergyCannon_Launch,Doodad_DominionEnergyCannon_Launch /// Doodad_DominionEnergyCannon_Launch=16520
Actor/Name/Doodad_DominionEnergyCannon_PreCast,Doodad_DominionEnergyCannon_PreCast /// Doodad_DominionEnergyCannon_PreCast=16521
Actor/Name/Doodad_DominionEnergyCannon_Rotate,Doodad_DominionEnergyCannon_Rotate /// Doodad_DominionEnergyCannon_Rotate=16522
Actor/Name/Doodad_ExtendingBridgeWide_StandWorkEnd,Doodad_ExtendingBridgeWide_StandWorkEnd /// Doodad_ExtendingBridgeWide_StandWorkEnd=16523
Actor/Name/Doodad_ExtendingBridgeWide_StandWorkStart,Doodad_ExtendingBridgeWide_StandWorkStart /// Doodad_ExtendingBridgeWide_StandWorkStart=16524
Actor/Name/Doodad_HybridCliffGasVent_StandWork,Doodad_HybridCliffGasVent_StandWork /// Doodad_HybridCliffGasVent_StandWork=16525
Actor/Name/Doodad_ShipDock_RoboticArm02,Doodad_ShipDock_RoboticArm02 /// Doodad_ShipDock_RoboticArm02=16526
Actor/Name/Doodad_ShipDock_RoboticArm03,Doodad_ShipDock_RoboticArm03 /// Doodad_ShipDock_RoboticArm03=16527
Actor/Name/Doodad_ShipDock_RoboticArm04,Doodad_ShipDock_RoboticArm04 /// Doodad_ShipDock_RoboticArm04=16528
Actor/Name/Doodad_ShipDock_Sparks,Doodad_ShipDock_Sparks /// Doodad_ShipDock_Sparks=16529
Actor/Name/Doodad_TerrainObjectHybridGasVentDoodad_StandWork,Doodad_TerrainObjectHybridGasVentDoodad_StandWork /// Doodad_TerrainObjectHybridGasVentDoodad_StandWork=16530
Actor/Name/Doodad_TerrainObjectHybridGasVentDoodad_StandWorkEnd,Doodad_TerrainObjectHybridGasVentDoodad_StandWorkEnd /// Doodad_TerrainObjectHybridGasVentDoodad_StandWorkEnd=16531
Actor/Name/Doodad_TerrainObjectHybridGasVentDoodad_StandWorkStart,Doodad_TerrainObjectHybridGasVentDoodad_StandWorkStart /// Doodad_TerrainObjectHybridGasVentDoodad_StandWorkStart=16532
Actor/Name/Doodad_UmojanLabScienceComplex_FanBlades,Doodad_UmojanLabScienceComplex_FanBlades /// Doodad_UmojanLabScienceComplex_FanBlades=16533
Actor/Name/Doom,Ruína /// Doom=16534
Actor/Name/DoomDamageModel,Modelo Dano Ruína /// Doom Damage Model=16535
Actor/Name/DoomDamageSound,Som Dano Ruína /// Doom Damage Sound=16536
Actor/Name/DoomMissile,Míssil Ruína /// Doom Missile=16537
Actor/Name/DoomModel,Modelo Ruína /// Doom Model=16538
Actor/Name/DoomRange,Alcance Ruína /// Doom Range=16539
Actor/Name/DoomTintShift,Mudar cor Ruína /// Doom Tint Shift=16540
Actor/Name/DriftSeekerZerus,Buscador de Zerus à deriva /// Zerus Drift Seeker=16541
Actor/Name/DroneDeathRagdoll,Zangão Morte Boneco de pano /// Drone Death Ragdoll=16542
Actor/Name/DroneDeathRagdollDetonationForce,Zangão Morte Boneco de pano Detonação Forçar /// Drone Death Ragdoll Detonation Force=16543
Actor/Name/Drone_Land,Drone_Land /// Drone_Land=16544
Actor/Name/DropshipFireSuppressionBots,Robôs de supressão de incêndio do Módulo de transporte /// Dropship Fire Suppression Bots=16545
Actor/Name/DropshipFireSuppressionBots_Loop,Loop dos Robôs de supressão de incêndio do Módulo de transporte /// Dropship Fire Suppression Bots Loop=16546
Actor/Name/DubiousTentacles,Tentáculos Dúbios /// Dubious Tentacles=16547
Actor/Name/DubiousTentaclesImpactHoldingSite,Contenção Impacto Impacto Tentáculos Dúbios /// Dubious Tentacles Impact Holding Site=16548
Actor/Name/DubiousTentaclesLaunchSite,Local de lançamento Tentáculos Dúbios /// Dubious Tentacles Launch Site=16549
Actor/Name/DubiousTentaclesMissile,Míssil Tentáculos Dúbios /// Dubious Tentacles Missile=16550
Actor/Name/DubiousTentaclesTentacle,Tentáculo Tentáculos Dúbios /// Dubious Tentacles Tentacle=16551
Actor/Name/EMPBomb,Bomba PEM /// EMP Bomb=16552
Actor/Name/EMPBombCalldown,Chamada de Bomba PEM /// EMP Bomb Calldown=16553
Actor/Name/EMPBombCursorModel,Modelo do cursor Bomba PEM /// EMP Bomb Cursor Model=16554
Actor/Name/EMPBombCursorSplat,Mancha do cursor Bomba PEM /// EMP Bomb Cursor Splat=16555
Actor/Name/EMPBombFalling,Bomba PEM Caindo /// EMP Bomb Falling=16556
Actor/Name/EMPBombImpact,Impacto Bomba PEM /// EMP Bomb Impact=16557
Actor/Name/EMPBombRange,Alcance Bomba PEM /// EMP Bomb Range=16558
Actor/Name/EarthBurms,Casamatas /// Earth Burms=16559
Actor/Name/EarthBurmsConstructing,Construindo Casamatas /// Earth Burms Constructing=16560
Actor/Name/EarthBurmsConstructingMissile,Míssil Construindo Casamatas /// Earth Burms Constructing Missile=16561
Actor/Name/EarthBurmsConstructingSmoke,Fumaça Construindo Casamatas /// Earth Burms Constructing Smoke=16562
Actor/Name/EarthBurmsConstructorGuy,Cara Construtor Casamatas /// Earth Burms Constructor Guy=16563
Actor/Name/EarthMover,Trator /// Earth Mover=16564
Actor/Name/EarthPavement,Pavimento de Terra /// Earth Pavement=16565
Actor/Name/EarthRamp,Rampa de Terra /// Earth Ramp=16566
Actor/Name/EggMonsterHarpyRange,Alcance Harpia Monstro de Ovo /// Egg Monster Harpy Range=16567
Actor/Name/ElectricConduitPath,Trajetória do Conduíte Elétrico /// Electric Conduit Path=16568
Actor/Name/ElectricConduitPathLarge,Trajetória do Conduíte Elétrico Grande /// Electric Conduit Path Large=16569
Actor/Name/ElectricConduitPathMedium,Trajetória do Conduíte Elétrico Média /// Electric Conduit Path Medium=16570
Actor/Name/ElectricConduitPathSmall,Trajetória do Conduíte Elétrico Pequena /// Electric Conduit Path Small=16571
Actor/Name/ElevatorPanel,Painel do Elevador /// Elevator Panel=16572
Actor/Name/EnergyTransferImpact,Impacto Transferência de Energia /// Energy Transfer Impact=16573
Actor/Name/EnergyTransferImpactSound,Som Impacto Transferência de Energia /// Energy Transfer Impact Sound=16574
Actor/Name/EnergyTransferLaunch,Lançamento Impacto Transferência de Energia /// Energy Transfer Launch=16575
Actor/Name/EnergyTransferLaunchSound,Som Lançamento Impacto Transferência de Energia /// Energy Transfer Launch Sound=16576
Actor/Name/EnergyTransferRange,Alcance Transferência de Energia /// Energy Transfer Range=16577
Actor/Name/ExplosiveMineEntrance,Entrada Explosiva da Mina /// Explosive Mine Entrance=16578
Actor/Name/ExtendingBridgeNEWide10,Ponte extensível NE Amplo 10 /// Extending Bridge NE Wide 10=16579
Actor/Name/ExtendingBridgeNEWide10Out,Ponte extensível NE Amplo 10 Fora /// Extending Bridge NE Wide 10 Out=16580
Actor/Name/ExtendingBridgeNEWide12,Ponte extensível NE Amplo 12 /// Extending Bridge NE Wide 12=16581
Actor/Name/ExtendingBridgeNEWide12Out,Ponte extensível NE Amplo 12 Fora /// Extending Bridge NE Wide 12 Out=16582
Actor/Name/ExtendingBridgeNEWide8,Ponte extensível NE Amplo 8 /// Extending Bridge NE Wide 8=16583
Actor/Name/ExtendingBridgeNEWide8Out,Ponte extensível NE Amplo 8 Fora /// Extending Bridge NE Wide 8 Out=16584
Actor/Name/ExtendingBridgeNWWide10,Ponte extensível NO Amplo 10 /// Extending Bridge NW Wide 10=16585
Actor/Name/ExtendingBridgeNWWide10Out,Ponte extensível NO Amplo 10 Fora /// Extending Bridge NW Wide 10 Out=16586
Actor/Name/ExtendingBridgeNWWide12,Ponte extensível NO Amplo 12 /// Extending Bridge NW Wide 12=16587
Actor/Name/ExtendingBridgeNWWide12Out,Ponte extensível NO Amplo 12 Fora /// Extending Bridge NW Wide 12 Out=16588
Actor/Name/ExtendingBridgeNWWide8,Ponte extensível NO Amplo 8 /// Extending Bridge NW Wide 8=16589
Actor/Name/ExtendingBridgeNWWide8Out,Ponte extensível NO Amplo 8 Fora /// Extending Bridge NW Wide 8 Out=16590
Actor/Name/ExtendingBridgeParent,Ponte extensível Pai /// Extending Bridge Parent=16591
Actor/Name/ExtendingBridgeParentOut,Ponte extensível Pai Fora /// Extending Bridge Parent Out=16592
Actor/Name/ExtractorTerrazine,Extrator Terrazino /// Extractor Terrazine=16593
Actor/Name/ExtractorTerrazineBuild,Construir Extrator Terrazino /// Extractor Terrazine Build=16594
Actor/Name/EyeStalk,Arma Perscrutadora /// Eye Stalk=16595
Actor/Name/EyeStalkMissile,Míssil Arma Perscrutadora /// Eye Stalk Missile=16596
Actor/Name/EyeStalkModel,Modelo Arma Perscrutadora /// Eye Stalk Model=16597
Actor/Name/EyeStalkModelOffset,Deslocamento Arma Perscrutadora /// Eye Stalk Model Offset=16598
Actor/Name/EyeStalkRange,Alcance Arma Perscrutadora /// Eye Stalk Range=16599
Actor/Name/FireBot,Extintômato /// Fire Bot=16600
Actor/Name/FireBotAttackBeam,Feixe Ataque Extintômato /// Fire Bot Attack Beam=16601
Actor/Name/FireBotAttackBeamOffSet,Deslocamento Feixe Ataque Extintômato /// Fire Bot Attack Beam Off Set=16602
Actor/Name/FireBotAttackSound,Som Ataque Extintômato /// Fire Bot Attack Sound=16603
Actor/Name/FloatingTextMultiplayerResources,Texto flutuante Recursos Multijogador /// Floating Text Multiplayer Resources=16604
Actor/Name/FloatingTextPalletGas,Texto flutuante Palete Gás /// Floating Text Pallet Gas=16605
Actor/Name/FloatingTextPalletMinerals,Texto flutuante Palete Minérios /// Floating Text Pallet Minerals=16606
Actor/Name/FloatingTextScrapLarge,Texto flutuante Sucata Grande /// Floating Text Scrap Large=16607
Actor/Name/FloatingTextScrapMedium,Texto flutuante Sucata Médio /// Floating Text Scrap Medium=16608
Actor/Name/FloatingTextScrapSmall,Texto flutuante Sucata Pequeno /// Floating Text Scrap Small=16609
Actor/Name/FloodlightLensflare,Clarão de Lente do Holofote /// Floodlight Lens flare=16610
Actor/Name/FlyerShieldImpactModel,Modelo Impacto Escudo Voador /// Flyer Shield Impact Model=16611
Actor/Name/FlyerShieldImpactSound,Som Impacto Escudo Voador /// Flyer Shield Impact Sound=16612
Actor/Name/FlyerShieldLaunchSound,Som Lançamento Escudo Voador /// Flyer Shield Launch Sound=16613
Actor/Name/FlyerShieldModel,Modelo Escudo Voador /// Flyer Shield Model=16614
Actor/Name/FlyerShieldRange,Alcance Escudo Voador /// Flyer Shield Range=16615
Actor/Name/FogMistSnow,Neve Névoa Bruma /// Fog Mist Snow=16616
Actor/Name/FrozenHatchery,Incubadora Congelada /// Frozen Hatchery=16617
Actor/Name/FrozenNydusWorm,Verme Nydus Congelado /// Frozen Nydus Worm=16618
Actor/Name/FrozenSpawningPool,Fosso de Desova Congelado /// Frozen Spawning Pool=16619
Actor/Name/FrozenSpire,Pináculo Congelado /// Frozen Spire=16620
Actor/Name/Furnace,Fornalha /// Furnace=16621
Actor/Name/FurnaceSmall,Fornalha Pequena /// Furnace Small=16622
Actor/Name/GarageLarge_Warfield,Garagem Warfield grande /// Garage Large Warfield=16623
Actor/Name/GasGiantMist,Névoa Gigante de Gás /// Gas Giant Mist=16624
Actor/Name/GasGiantStorm,Tempestade Gigante de Gás /// Gas Giant Storm=16625
Actor/Name/GasGiantWind,Vento Gigante de Gás /// Gas Giant Wind=16626
Actor/Name/GenericBuildingRubble,Destroços de Estrutura Genéricos /// Generic Building Rubble=16627
Actor/Name/GenericSpacePipes,Canos Espaço Genéricos /// Generic Space Pipes=16628
Actor/Name/GenericSpacePipesDiagonal,Canos Espaço Genéricos Diagonais /// Generic Space Pipes Diagonal=16629
Actor/Name/GhostAttackDeathForce,Fantasma Ataque Morte Forçar /// Ghost Attack Death Force=16630
Actor/Name/GhostSnipeAttackDeathForce,Fantas Tiro de precisão Ataque Morte Forçar /// Ghost Snipe Attack Death Force=16631
Actor/Name/GhostSnipeDoTAttack,Ataque Tiro de Precisão de Fantasma /// Ghost Snipe DoT Attack=16632
Actor/Name/GhostSnipeDoTAttackBeam,Feixe Ataque Tiro de Precisão de Fantasma /// Ghost Snipe DoT Attack Beam=16633
Actor/Name/GhostSnipeDoTRange,Alcance Tiro de Precisão de Fantasma /// Ghost Snipe DoT Range=16634
Actor/Name/Ghost_Land,Ghost_Land /// Ghost_Land=16635
Actor/Name/GiantYeti,Yeti Gigante /// Giant Yeti=16636
Actor/Name/GiantYetiLeapAttackMissile,Míssil Salto de Ataque de Yeti Gigante /// Giant Yeti Leap Attack Missile=16637
Actor/Name/GiantYetiLeapStunModel,Modelo de Atordoamento de Salto de Yeti Gigante /// Giant Yeti Leap Stun Model=16638
Actor/Name/GravitonBeamImpactAnim,Animação Impacto do Feixe Graviton /// Graviton Beam Impact Anim=16639
Actor/Name/GroundCracks,Rachaduras do Chão /// Ground Cracks=16640
Actor/Name/Guardian,Guardião /// Guardian=16641
Actor/Name/GuideArrow,HotS - Seta Guia /// HotS - Guide Arrow=16642
Actor/Name/GunTowerBase,Base de Torre de Combate /// Gun Tower Base=16643
Actor/Name/Gundam,Gundam /// Gundam=16644
Actor/Name/GundamAttack,Ataque Gundam /// Gundam Attack=16645
Actor/Name/GundamAttackMissile,Míssil Ataque Gundam /// Gundam Attack Missile=16646
Actor/Name/GundamJumpLandDownModel,Modelo de Aterrissagem do Salto Gundam /// Gundam Jump Land Down Model=16647
Actor/Name/GundamJumpLandSound,Som Aterrissagem do Salto Gundam /// Gundam Jump Land Sound=16648
Actor/Name/GundamJumpLaunchModel,Modelo de Lançamento do Salto Gundam /// Gundam Jump Launch Model=16649
Actor/Name/GundamJumpLaunchSound,Som Lançamento do Salto Gundam /// Gundam Jump Launch Sound=16650
Actor/Name/GundamPlaceholder,Marcador de Gundam /// Gundam Placeholder=16651
Actor/Name/HackArena,Arena da Agressão /// Hack Arena=16652
Actor/Name/HalfStructure,Meia-Estrutura /// Half Structure=16653
Actor/Name/HalfStructurePlates,Placas da Meia-Estrutura /// Half Structure Plates=16654
Actor/Name/Harpy,Harpia /// Harpy=16655
Actor/Name/HarpyAttack,Ataque Harpia /// Harpy Attack=16656
Actor/Name/HarpyAttackMissile,Míssil Ataque Harpia /// Harpy Attack Missile=16657
Actor/Name/HarpyEscort,Escolta Harpia /// Harpy Escort=16658
Actor/Name/HellionMorphModel,Modelo Transmutação Endiabrado /// Hellion Morph Model=16659
Actor/Name/HellionTank,Tanque Endiabrado /// Hellion Tank=16660
Actor/Name/HellionTankAttack,Ataque Tanque Endiabrado /// Hellion Tank Attack=16661
Actor/Name/HellionTankAttackFireAddition,Adição Fogo Ataque Tanque Endiabrado /// Hellion Tank Attack Fire Addition=16662
Actor/Name/HellionTankAttackFireAdditionStructure,Endiabrado Tanque Ataque Fogo Adição Estrutura /// Hellion Tank Attack Fire Addition Structure=16663
Actor/Name/HellionTankAttackLaunch,Lançamento Ataque Tanque Endiabrado /// Hellion Tank Attack Launch=16664
Actor/Name/HellionTankAttackUpgradedFireAddition,Endiabrado Tanque Ataque Fogo Aprimorado Adição /// Hellion Tank Attack Upgraded Fire Addition=16665
Actor/Name/HellionTankAttackUpgradedFireAdditionStructure,Endiabrado Tanque Ataque Fogo Aprimorado Adição Estrutura /// Hellion Tank Attack Upgraded Fire Addition Structure=16666
Actor/Name/HellionTankMorphModel,Modelo Transmutação Tanque Endiabrado /// Hellion Tank Morph Model=16667
Actor/Name/HellionTank_Death,Hellion Tank_ Death /// Hellion Tank_ Death=16668
Actor/Name/Hellion_Land,Hellion_Land /// Hellion_Land=16669
Actor/Name/HerdActorSound_ZergBanelingsLevel0,HerdActorSound_ZergBanelingsLevel0 /// HerdActorSound_ZergBanelingsLevel0=16670
Actor/Name/HerdActorSound_ZergBanelingsLevel1,HerdActorSound_ZergBanelingsLevel1 /// HerdActorSound_ZergBanelingsLevel1=16671
Actor/Name/HerdActorSound_ZergBanelingsLevel2,HerdActorSound_ZergBanelingsLevel2 /// HerdActorSound_ZergBanelingsLevel2=16672
Actor/Name/HerdActorSound_ZergLargeUnitsLevel0,HerdActorSound_ZergLargeUnitsLevel0 /// HerdActorSound_ZergLargeUnitsLevel0=16673
