AUTHENTICATION_BETA_REGION,Beta=0
Reward/Name/CommanderMutatorHard150,Kommandanten-Mutator – Schwer 150=12964
Reward/Name/CommanderMutatorHard25,Kommandanten-Mutator – Schwer 25=12965
Reward/Name/CommanderMutatorHard50,Kommandanten-Mutator – Schwer 50=12966
Reward/Name/CommanderMutatorHard75,Kommandanten-Mutator – Schwer 75=12967
Reward/Name/CommanderMutatorNormal10,Kommandanten-Mutator – Normal 10=12968
Reward/Name/CommanderMutatorNormal100,Kommandanten-Mutator – Normal 100=12969
Reward/Name/CommanderMutatorNormal150,Kommandanten-Mutator – Normal 150=12970
Reward/Name/CommanderMutatorNormal25,Kommandanten-Mutator – Normal 25=12971
Reward/Name/CommanderMutatorNormal50,Kommandanten-Mutator – Normal 50=12972
Reward/Name/CommanderMutatorNormal75,Kommandanten-Mutator – Normal 75=12973
Reward/Name/CommanderNovaAssault,Kommandantin Nova - Kampfausrüstung=12974
Reward/Name/CommanderNovaCommanderNova,Kommandantin Nova - Kommandantin Nova=12975
Reward/Name/CommanderNovaCommanderNova_Portrait,Nova=12976
Reward/Name/CommanderNovaDefensiveMatrix,Kommandantin Nova - Verteidigungsmatrix=12977
Reward/Name/CommanderNovaGriffin,Kommandantin Nova - Griffin=12978
Reward/Name/CommanderNovaStealth,Kommandantin Nova - Tarnausrüstung=12979
Reward/Name/CommanderOperationCommander,Co-op - Leitender Kommandant=12980
Reward/Name/CommanderRaynor,Kommandant Raynor=12981
Reward/Name/CommanderRaynorBigBrother,Kommandant Raynor - Alles Gute kommt von oben=12982
Reward/Name/CommanderRaynorCommanderRaynor,Kommandant Raynor - Kommandant Raynor=12983
Reward/Name/CommanderRaynorCommanderRaynor_Portrait,Raynor=12984
Reward/Name/CommanderRaynorHyperionAlert,Kommandant Raynor - Alarm auf der Hyperion=12985
Reward/Name/CommanderRaynorMedic,Kommandant Raynor - Heilende Hände=12986
Reward/Name/CommanderRaynorTheThunder,Kommandant Raynor - Es donnert=12987
Reward/Name/CommanderRecruitXPBonus100,Co-op - Rekrut, Erfahrungsbonus 100=12988
Reward/Name/CommanderRecruitXPBonus25,Co-op - Rekrut, Erfahrungsbonus 25=12989
Reward/Name/CommanderRecruitXPBonus50,Co-op - Rekrut, Erfahrungsbonus 50=12990
Reward/Name/CommanderSoldierXPBonus100,Co-op - Soldat, Erfahrungsbonus 100=12991
Reward/Name/CommanderSoldierXPBonus25,Co-op - Soldat, Erfahrungsbonus 25=12992
Reward/Name/CommanderSoldierXPBonus50,Co-op - Soldat, Erfahrungsbonus 50=12993
Reward/Name/CommanderStetmannCommanderStetmann_Portrait,Stetmann=12994
Reward/Name/CommanderStukovAleksander,Kommandant Stukov - Aleksander=12995
Reward/Name/CommanderStukovApocolisk,Kommandant Stukov - Apokalisk=12996
Reward/Name/CommanderStukovBroodlings,Kommandant Stukov - Brütlinge=12997
Reward/Name/CommanderStukovCommanderStukov,Kommandant Stukov - Kommandant Stukov=12998
Reward/Name/CommanderStukovCommanderStukov_Portrait,Stukov=12999
Reward/Name/CommanderStukovInfestedMarines,Kommandant Stukov - Verseuchte Space-Marines=13000
Reward/Name/CommanderSwann,Kommandant Swann=13001
Reward/Name/CommanderSwannBeenDrilling,Kommandant Swann - Kleine Geschenke ...=13002
Reward/Name/CommanderSwannCombatReady,Kommandant Swann - Kampfbereit=13003
Reward/Name/CommanderSwannCommanderSwann,Kommandant Swann - Kommandant Swann=13004
Reward/Name/CommanderSwannCommanderSwann_Portrait,Swann=13005
Reward/Name/CommanderSwannDeathSurprise,Kommandant Swann - Fleißige Wächter=13006
Reward/Name/CommanderSwannDrillDeep,Kommandant Swann - Die Kraft der Sonne in Ihren Fingerspitzen=13007
Reward/Name/CommanderTychusCommanderTychus,Kommandant Tychus - Kommandant Tychus=13008
Reward/Name/CommanderTychusCommanderTychus_Portrait,Tychus=13009
Reward/Name/CommanderTychusHeal,Kommandant Tychus - Heilung=13010
Reward/Name/CommanderTychusOdinNuke,Kommandant Tychus - Odin, Nuklearrakete=13011
Reward/Name/CommanderTychusUltimate,Kommandant Tychus - Ultimative Fähigkeit=13012
Reward/Name/CommanderTychusUltimateTime,Kommandant Tychus - Ultimative Fähigkeit, Zeit=13013
Reward/Name/CommanderVeteranXPBonus100,Co-op - Veteran, Erfahrungsbonus 100=13014
Reward/Name/CommanderVeteranXPBonus25,Co-op - Veteran, Erfahrungsbonus 25=13015
Reward/Name/CommanderVeteranXPBonus50,Co-op - Veteran, Erfahrungsbonus 50=13016
Reward/Name/CommanderVorazun,Kommandantin Vorazun=13017
Reward/Name/CommanderVorazun1Shot15Kills,Kommandantin Vorazun - Lochfraß=13018
Reward/Name/CommanderVorazunCommanderVorazun,Kommandantin Vorazun - Kommandantin Vorazun=13019
Reward/Name/CommanderVorazunCommanderVorazun_Portrait,Vorazun=13020
Reward/Name/CommanderVorazunMyTurn,Kommandantin Vorazun - Tarnen und Täuschen=13021
Reward/Name/CommanderVorazunShadowGuard,Kommandantin Vorazun - Schattenwache=13022
Reward/Name/CommanderVorazunYourTurn,Kommandantin Vorazun - Ihr seid am Zug=13023
Reward/Name/CommanderZagara,Kommandantin Zagara=13024
Reward/Name/CommanderZagaraBang,Kommandantin Zagara - Echt ätzend=13025
Reward/Name/CommanderZagaraCommanderZagara,Kommandantin Zagara - Kommandantin Zagara=13026
Reward/Name/CommanderZagaraCommanderZagara_Portrait,Zagara=13027
Reward/Name/CommanderZagaraFrenzy4Everyone,Kommandantin Zagara - Wer will noch mal, wer hat noch nicht=13028
Reward/Name/CommanderZagaraQueenofDestruction,Kommandantin Zagara - Königin der Zerstörung=13029
Reward/Name/CommanderZagaraRoachRampage,Kommandantin Zagara - Schaben mit Schaden=13030
Reward/Name/CommanderZeratulCommanderZeratul_Portrait,Zeratul=13031
Reward/Name/Complete_Hard_Portrait_Narud,Narud=13032
Reward/Name/Complete_Hard_Portrait_Zurvan,Zurvan=13033
Reward/Name/ConsoleProtoss_Alliance,Allianz=13034
Reward/Name/ConsoleProtoss_Classic,Klassischer Protoss=13035
Reward/Name/ConsoleProtoss_Forged,Gestählt=13036
Reward/Name/ConsoleProtoss_Horde,Horde=13037
Reward/Name/ConsoleProtoss_Scourge,Geißel=13038
Reward/Name/ConsoleProtoss_Sentinels,Schildwachen=13039
Reward/Name/ConsoleProtoss_XelNaga,Galaktische Feier=13040
Reward/Name/ConsoleSkinDefault,ConsoleSkinDefault=13041
Reward/Name/ConsoleSkinProtossDefault,Konsolenskin: Protoss (Standard)=13042
Reward/Name/ConsoleSkinTerranDefault,Konsolenskin: Terraner (Standard)=13043
Reward/Name/ConsoleSkinZergDefault,Konsolenskin: Zerg (Standard)=13044
Reward/Name/ConsoleTerran_Alliance,Allianz=13045
Reward/Name/ConsoleTerran_Classic,Klassischer Terraner=13046
Reward/Name/ConsoleTerran_CovertOps,Spezialkräfte=13047
Reward/Name/ConsoleTerran_Horde,Horde=13048
Reward/Name/ConsoleTerran_Scourge,Geißel=13049
Reward/Name/ConsoleTerran_Sentinels,Schildwachen=13050
Reward/Name/ConsoleTerran_XelNaga,Galaktische Feier=13051
Reward/Name/ConsoleZerg_Alliance,Allianz=13052
Reward/Name/ConsoleZerg_Classic,Klassischer Zerg=13053
Reward/Name/ConsoleZerg_Horde,Horde=13054
Reward/Name/ConsoleZerg_Mecha,Replika=13055
Reward/Name/ConsoleZerg_Scourge,Geißel=13056
Reward/Name/ConsoleZerg_Sentinels,Schildwachen=13057
Reward/Name/ConsoleZerg_XelNaga,Galaktische Feier=13058
Reward/Name/CoopAbathurLevel10,Co-op - Abathur auf Stufe 10=13059
Reward/Name/CoopAbathurLevel15,Co-op - Abathur auf Stufe 15=13060
Reward/Name/CoopAbathurLevel5,Co-op - Abathur auf Stufe 5=13061
Reward/Name/CoopAlarakLevel10,Co-op - Alarak auf Stufe 10=13062
Reward/Name/CoopAlarakLevel15,Co-op - Alarak auf Stufe 15=13063
Reward/Name/CoopAlarakLevel5,Co-op - Alarak auf Stufe 5=13064
Reward/Name/CoopArtanisLevel10,Co-op - Artanis auf Stufe 10=13065
Reward/Name/CoopArtanisLevel15,Co-op - Artanis auf Stufe 15=13066
Reward/Name/CoopArtanisLevel5,Co-op - Artanis auf Stufe 5=13067
Reward/Name/CoopCommanderDifficultyBrutal10,Co-op-Kommandant - Schwie­rig­keits­grad "Brutal" 10=13068
Reward/Name/CoopCommanderDifficultyBrutal100,Co-op-Kommandant - Schwie­rig­keits­grad "Brutal" 100=13069
Reward/Name/CoopCommanderDifficultyBrutal150,Co-op-Kommandant - Schwie­rig­keits­grad "Brutal" 150=13070
Reward/Name/CoopCommanderDifficultyBrutal25,Co-op-Kommandant - Schwie­rig­keits­grad "Brutal" 25=13071
Reward/Name/CoopCommanderDifficultyBrutal300,Co-op-Kommandant - Schwie­rig­keits­grad "Brutal" 300=13072
Reward/Name/CoopCommanderDifficultyBrutal50,Co-op-Kommandant - Schwie­rig­keits­grad "Brutal" 50=13073
Reward/Name/CoopCommanderDifficultyBrutal500,Co-op-Kommandant - Schwie­rig­keits­grad "Brutal" 500=13074
Reward/Name/CoopCommanderDifficultyBrutal75,Co-op-Kommandant - Schwie­rig­keits­grad "Brutal" 75=13075
Reward/Name/CoopCommanderDifficultyCasual10,Co-op-Kommandant - Schwie­rig­keits­grad "Moderat" 10=13076
Reward/Name/CoopCommanderDifficultyCasual100,Co-op-Kommandant - Schwie­rig­keits­grad "Moderat" 100=13077
Reward/Name/CoopCommanderDifficultyCasual150,Co-op-Kommandant - Schwie­rig­keits­grad "Moderat" 150=13078
Reward/Name/CoopCommanderDifficultyCasual25,Co-op-Kommandant - Schwie­rig­keits­grad "Moderat" 25=13079
Reward/Name/CoopCommanderDifficultyCasual300,Co-op-Kommandant - Schwie­rig­keits­grad "Moderat" 300=13080
Reward/Name/CoopCommanderDifficultyCasual50,Co-op-Kommandant - Schwie­rig­keits­grad "Moderat" 50=13081
Reward/Name/CoopCommanderDifficultyCasual500,Co-op-Kommandant - Schwie­rig­keits­grad "Moderat" 500=13082
Reward/Name/CoopCommanderDifficultyCasual75,Co-op-Kommandant - Schwie­rig­keits­grad "Moderat" 75=13083
Reward/Name/CoopCommanderDifficultyHard10,Co-op-Kommandant - Schwie­rig­keits­grad "Schwer" 10=13084
Reward/Name/CoopCommanderDifficultyHard100,Co-op-Kommandant - Schwie­rig­keits­grad "Schwer" 100=13085
Reward/Name/CoopCommanderDifficultyHard150,Co-op-Kommandant - Schwie­rig­keits­grad "Schwer" 150=13086
Reward/Name/CoopCommanderDifficultyHard25,Co-op-Kommandant - Schwie­rig­keits­grad "Schwer" 25=13087
Reward/Name/CoopCommanderDifficultyHard300,Co-op-Kommandant - Schwie­rig­keits­grad "Schwer" 300=13088
Reward/Name/CoopCommanderDifficultyHard50,Co-op-Kommandant - Schwie­rig­keits­grad "Schwer" 50=13089
Reward/Name/CoopCommanderDifficultyHard500,Co-op-Kommandant - Schwie­rig­keits­grad "Schwer" 500=13090
Reward/Name/CoopCommanderDifficultyHard75,Co-op-Kommandant - Schwie­rig­keits­grad "Schwer" 75=13091
Reward/Name/CoopCommanderDifficultyNormal10,Co-op-Kommandant - Schwie­rig­keits­grad "Normal" 10=13092
Reward/Name/CoopCommanderDifficultyNormal100,Co-op-Kommandant - Schwie­rig­keits­grad "Normal" 100=13093
Reward/Name/CoopCommanderDifficultyNormal150,Co-op-Kommandant - Schwie­rig­keits­grad "Normal" 150=13094
Reward/Name/CoopCommanderDifficultyNormal25,Co-op-Kommandant - Schwie­rig­keits­grad "Normal" 25=13095
Reward/Name/CoopCommanderDifficultyNormal300,Co-op-Kommandant - Schwie­rig­keits­grad "Normal" 300=13096
Reward/Name/CoopCommanderDifficultyNormal50,Co-op-Kommandant - Schwie­rig­keits­grad "Normal" 50=13097
Reward/Name/CoopCommanderDifficultyNormal500,Co-op-Kommandant - Schwie­rig­keits­grad "Normal" 500=13098
Reward/Name/CoopCommanderDifficultyNormal75,Co-op-Kommandant - Schwie­rig­keits­grad "Normal" 75=13099
Reward/Name/CoopCommanderLevelUp10_Portrait,Artanis=13100
Reward/Name/CoopCommanderLevelUp5_Portrait,Zagara=13101
Reward/Name/CoopCommanderLevelUp_Portrait,Vorazun=13102
Reward/Name/CoopDehakaLevel10,Co-op - Dehaka auf Stufe 10=13103
Reward/Name/CoopDehakaLevel15,Co-op - Dehaka auf Stufe 15=13104
Reward/Name/CoopDehakaLevel5,Co-op - Dehaka auf Stufe 5=13105
Reward/Name/CoopFenixLevel10,Co-op - Fenix auf Stufe 10=13106
Reward/Name/CoopFenixLevel15,Co-op - Fenix auf Stufe 15=13107
Reward/Name/CoopFenixLevel5,Co-op - Fenix auf Stufe 5=13108
Reward/Name/CoopHornerLevel10,Co-op - Horner auf Stufe 10=13109
Reward/Name/CoopHornerLevel15,Co-op - Horner auf Stufe 15=13110
Reward/Name/CoopHornerLevel5,Co-op - Horner auf Stufe 5=13111
Reward/Name/CoopKaraxLevel10,Co-op - Karax auf Stufe 10=13112
Reward/Name/CoopKaraxLevel15,Co-op - Karax auf Stufe 15=13113
Reward/Name/CoopKaraxLevel5,Co-op - Karax auf Stufe 5=13114
Reward/Name/CoopKerriganLevel10,Co-op - Kerrigan auf Stufe 10=13115
Reward/Name/CoopKerriganLevel15,Co-op - Kerrigan auf Stufe 15=13116
Reward/Name/CoopKerriganLevel5,Co-op - Kerrigan auf Stufe 5=13117
Reward/Name/CoopNovaLevel10,Co-op - Nova auf Stufe 10=13118
Reward/Name/CoopNovaLevel15,Co-op - Nova auf Stufe 15=13119
Reward/Name/CoopNovaLevel5,Co-op - Nova auf Stufe 5=13120
Reward/Name/CoopPlayDifficultyBrutal,Co-op - Schwie­rig­keits­grad "Brutal"=13121
Reward/Name/CoopPlayDifficultyCasual,Co-op - Schwie­rig­keits­grad "Moderat"=13122
Reward/Name/CoopPlayDifficultyHard,Co-op - Schwie­rig­keits­grad "Schwer"=13123
Reward/Name/CoopPlayDifficultyNormal,Co-op - Schwie­rig­keits­grad "Normal"=13124
Reward/Name/CoopRaynorLevel10,Co-op - Raynor auf Stufe 10=13125
Reward/Name/CoopRaynorLevel15,Co-op - Raynor auf Stufe 15=13126
Reward/Name/CoopRaynorLevel5,Co-op - Raynor auf Stufe 5=13127
Reward/Name/CoopStukovLevel10,Co-op - Stukov auf Stufe 10=13128
Reward/Name/CoopStukovLevel15,Co-op - Stukov auf Stufe 15=13129
Reward/Name/CoopStukovLevel5,Co-op - Stukov auf Stufe 5=13130
Reward/Name/CoopSwannLevel10,Co-op - Swann auf Stufe 10=13131
Reward/Name/CoopSwannLevel15,Co-op - Swann auf Stufe 15=13132
Reward/Name/CoopSwannLevel5,Co-op - Swann auf Stufe 5=13133
Reward/Name/CoopTychusLevel10,Co-op - Tychus auf Stufe 10=13134
Reward/Name/CoopTychusLevel15,Co-op - Tychus auf Stufe 15=13135
Reward/Name/CoopTychusLevel5,Co-op - Tychus auf Stufe 5=13136
Reward/Name/CoopVorazunLevel10,Co-op - Vorazun auf Stufe 10=13137
Reward/Name/CoopVorazunLevel15,Co-op - Vorazun auf Stufe 15=13138
Reward/Name/CoopVorazunLevel5,Co-op - Vorazun auf Stufe 5=13139
Reward/Name/CoopZagaraLevel10,Co-op - Zagara auf Stufe 10=13140
Reward/Name/CoopZagaraLevel15,Co-op - Zagara auf Stufe 15=13141
Reward/Name/CoopZagaraLevel5,Co-op - Zagara auf Stufe 5=13142
Reward/Name/Coop_Hard_10,Coop_Hard_10 /// Coop_Hard_10=13143
Reward/Name/Coop_Hard_100,Coop_Hard_100 /// Coop_Hard_100=13144
Reward/Name/Coop_Hard_25,Coop_Hard_25 /// Coop_Hard_25=13145
Reward/Name/Coop_Hard_250,Coop_Hard_250 /// Coop_Hard_250=13146
Reward/Name/Coop_Hard_50,Coop_Hard_50 /// Coop_Hard_50=13147
Reward/Name/Coop_Insane_10,Coop_Insane_10 /// Coop_Insane_10=13148
Reward/Name/Coop_Insane_100,Coop_Insane_100 /// Coop_Insane_100=13149
Reward/Name/Coop_Insane_25,Coop_Insane_25 /// Coop_Insane_25=13150
Reward/Name/Coop_Insane_250,Coop_Insane_250 /// Coop_Insane_250=13151
Reward/Name/Coop_Insane_50,Coop_Insane_50 /// Coop_Insane_50=13152
Reward/Name/Coop_Medium_10,Coop_Medium_10 /// Coop_Medium_10=13153
Reward/Name/Coop_Medium_100,Coop_Medium_100 /// Coop_Medium_100=13154
Reward/Name/Coop_Medium_25,Coop_Medium_25 /// Coop_Medium_25=13155
Reward/Name/Coop_Medium_250,Coop_Medium_250 /// Coop_Medium_250=13156
Reward/Name/Coop_Medium_50,Coop_Medium_50 /// Coop_Medium_50=13157
Reward/Name/Coop_Meta_Hard,Coop_Meta_Hard /// Coop_Meta_Hard=13158
Reward/Name/Coop_Meta_Insane,Coop_Meta_Insane /// Coop_Meta_Insane=13159
Reward/Name/Coop_Meta_Medium,Coop_Meta_Medium /// Coop_Meta_Medium=13160
Reward/Name/Coop_Meta_Races,Coop_Meta_Races /// Coop_Meta_Races=13161
Reward/Name/Coop_Meta_VeryHard,Coop_Meta_VeryHard /// Coop_Meta_VeryHard=13162
Reward/Name/Coop_Protoss_10,Coop_Protoss_10 /// Coop_Protoss_10=13163
Reward/Name/Coop_Protoss_100,Coop_Protoss_100 /// Coop_Protoss_100=13164
Reward/Name/Coop_Protoss_25,Coop_Protoss_25 /// Coop_Protoss_25=13165
Reward/Name/Coop_Protoss_250,Coop_Protoss_250 /// Coop_Protoss_250=13166
Reward/Name/Coop_Protoss_50,Coop_Protoss_50 /// Coop_Protoss_50=13167
Reward/Name/Coop_Random_10,Coop_Random_10 /// Coop_Random_10=13168
Reward/Name/Coop_Random_100,Coop_Random_100 /// Coop_Random_100=13169
Reward/Name/Coop_Random_25,Coop_Random_25 /// Coop_Random_25=13170
Reward/Name/Coop_Random_250,Coop_Random_250 /// Coop_Random_250=13171
Reward/Name/Coop_Random_50,Coop_Random_50 /// Coop_Random_50=13172
Reward/Name/Coop_Terran_10,Coop_Terran_10 /// Coop_Terran_10=13173
Reward/Name/Coop_Terran_100,Coop_Terran_100 /// Coop_Terran_100=13174
Reward/Name/Coop_Terran_25,Coop_Terran_25 /// Coop_Terran_25=13175
Reward/Name/Coop_Terran_250,Coop_Terran_250 /// Coop_Terran_250=13176
Reward/Name/Coop_Terran_50,Coop_Terran_50 /// Coop_Terran_50=13177
Reward/Name/Coop_Threesome_Hard,Coop_Threesome_Hard /// Coop_Threesome_Hard=13178
Reward/Name/Coop_Threesome_Hard_Streak_10,Coop_Threesome_Hard_Streak_10 /// Coop_Threesome_Hard_Streak_10=13179
Reward/Name/Coop_Threesome_Hard_Streak_15,Coop_Threesome_Hard_Streak_15 /// Coop_Threesome_Hard_Streak_15=13180
Reward/Name/Coop_Threesome_Hard_Streak_5,Coop_Threesome_Hard_Streak_5 /// Coop_Threesome_Hard_Streak_5=13181
Reward/Name/Coop_Threesome_Insane,Coop_Threesome_Insane /// Coop_Threesome_Insane=13182
Reward/Name/Coop_Threesome_Insane_Streak_10,Coop_Threesome_Insane_Streak_10 /// Coop_Threesome_Insane_Streak_10=13183
Reward/Name/Coop_Threesome_Insane_Streak_15,Coop_Threesome_Insane_Streak_15 /// Coop_Threesome_Insane_Streak_15=13184
Reward/Name/Coop_Threesome_Insane_Streak_5,Coop_Threesome_Insane_Streak_5 /// Coop_Threesome_Insane_Streak_5=13185
Reward/Name/Coop_Threesome_Medium,Coop_Threesome_Medium /// Coop_Threesome_Medium=13186
Reward/Name/Coop_Threesome_Medium_Streak_10,Coop_Threesome_Medium_Streak_10 /// Coop_Threesome_Medium_Streak_10=13187
Reward/Name/Coop_Threesome_Medium_Streak_15,Coop_Threesome_Medium_Streak_15 /// Coop_Threesome_Medium_Streak_15=13188
Reward/Name/Coop_Threesome_Medium_Streak_5,Coop_Threesome_Medium_Streak_5 /// Coop_Threesome_Medium_Streak_5=13189
Reward/Name/Coop_Threesome_VeryHard,Coop_Threesome_VeryHard /// Coop_Threesome_VeryHard=13190
Reward/Name/Coop_Threesome_VeryHard_Streak_10,Coop_Threesome_VeryHard_Streak_10 /// Coop_Threesome_VeryHard_Streak_10=13191
Reward/Name/Coop_Threesome_VeryHard_Streak_15,Coop_Threesome_VeryHard_Streak_15 /// Coop_Threesome_VeryHard_Streak_15=13192
Reward/Name/Coop_Threesome_VeryHard_Streak_5,Coop_Threesome_VeryHard_Streak_5 /// Coop_Threesome_VeryHard_Streak_5=13193
Reward/Name/Coop_Twosome_Hard,Coop_Twosome_Hard /// Coop_Twosome_Hard=13194
Reward/Name/Coop_Twosome_Hard_Streak_10,Coop_Twosome_Hard_Streak_10 /// Coop_Twosome_Hard_Streak_10=13195
Reward/Name/Coop_Twosome_Hard_Streak_15,Coop_Twosome_Hard_Streak_15 /// Coop_Twosome_Hard_Streak_15=13196
Reward/Name/Coop_Twosome_Hard_Streak_5,Coop_Twosome_Hard_Streak_5 /// Coop_Twosome_Hard_Streak_5=13197
Reward/Name/Coop_Twosome_Insane,Coop_Twosome_Insane /// Coop_Twosome_Insane=13198
Reward/Name/Coop_Twosome_Insane_Streak_10,Coop_Twosome_Insane_Streak_10 /// Coop_Twosome_Insane_Streak_10=13199
Reward/Name/Coop_Twosome_Insane_Streak_15,Coop_Twosome_Insane_Streak_15 /// Coop_Twosome_Insane_Streak_15=13200
Reward/Name/Coop_Twosome_Insane_Streak_5,Coop_Twosome_Insane_Streak_5 /// Coop_Twosome_Insane_Streak_5=13201
Reward/Name/Coop_Twosome_Medium,Coop_Twosome_Medium /// Coop_Twosome_Medium=13202
Reward/Name/Coop_Twosome_Medium_Streak_10,Coop_Twosome_Medium_Streak_10 /// Coop_Twosome_Medium_Streak_10=13203
Reward/Name/Coop_Twosome_Medium_Streak_15,Coop_Twosome_Medium_Streak_15 /// Coop_Twosome_Medium_Streak_15=13204
Reward/Name/Coop_Twosome_Medium_Streak_5,Coop_Twosome_Medium_Streak_5 /// Coop_Twosome_Medium_Streak_5=13205
Reward/Name/Coop_Twosome_VeryHard,Coop_Twosome_VeryHard /// Coop_Twosome_VeryHard=13206
Reward/Name/Coop_Twosome_VeryHard_Streak_10,Coop_Twosome_VeryHard_Streak_10 /// Coop_Twosome_VeryHard_Streak_10=13207
Reward/Name/Coop_Twosome_VeryHard_Streak_15,Coop_Twosome_VeryHard_Streak_15 /// Coop_Twosome_VeryHard_Streak_15=13208
Reward/Name/Coop_Twosome_VeryHard_Streak_5,Coop_Twosome_VeryHard_Streak_5 /// Coop_Twosome_VeryHard_Streak_5=13209
Reward/Name/Coop_VeryHard_10,Coop_VeryHard_10 /// Coop_VeryHard_10=13210
Reward/Name/Coop_VeryHard_100,Coop_VeryHard_100 /// Coop_VeryHard_100=13211
Reward/Name/Coop_VeryHard_25,Coop_VeryHard_25 /// Coop_VeryHard_25=13212
Reward/Name/Coop_VeryHard_250,Coop_VeryHard_250 /// Coop_VeryHard_250=13213
Reward/Name/Coop_VeryHard_50,Coop_VeryHard_50 /// Coop_VeryHard_50=13214
Reward/Name/Coop_Zerg_10,Coop_Zerg_10 /// Coop_Zerg_10=13215
Reward/Name/Coop_Zerg_100,Coop_Zerg_100 /// Coop_Zerg_100=13216
Reward/Name/Coop_Zerg_25,Coop_Zerg_25 /// Coop_Zerg_25=13217
Reward/Name/Coop_Zerg_250,Coop_Zerg_250 /// Coop_Zerg_250=13218
Reward/Name/Coop_Zerg_50,Coop_Zerg_50 /// Coop_Zerg_50=13219
Reward/Name/CorruptorPrimal,Urzerg=13220
Reward/Name/CorruptorSkinOff,Standard=13221
Reward/Name/CorruptorWebby,Leviathan-Brut=13222
Reward/Name/CustomGame_Hard_10,CustomGame_Hard_10 /// CustomGame_Hard_10=13223
Reward/Name/CustomGame_Hard_100,CustomGame_Hard_100 /// CustomGame_Hard_100=13224
Reward/Name/CustomGame_Hard_25,CustomGame_Hard_25 /// CustomGame_Hard_25=13225
Reward/Name/CustomGame_Hard_3v3_AgainstRaces,CustomGame_Hard_3v3_AgainstRaces /// CustomGame_Hard_3v3_AgainstRaces=13226
Reward/Name/CustomGame_Hard_3v3_UsingRaces,CustomGame_Hard_3v3_UsingRaces /// CustomGame_Hard_3v3_UsingRaces=13227
Reward/Name/CustomGame_Hard_4v4_AgainstRaces,CustomGame_Hard_4v4_AgainstRaces /// CustomGame_Hard_4v4_AgainstRaces=13228
Reward/Name/CustomGame_Hard_4v4_UsingRaces,CustomGame_Hard_4v4_UsingRaces /// CustomGame_Hard_4v4_UsingRaces=13229
Reward/Name/CustomGame_Hard_50,CustomGame_Hard_50 /// CustomGame_Hard_50=13230
Reward/Name/CustomGame_Hard_FreeForAll,CustomGame_Hard_FreeForAll /// CustomGame_Hard_FreeForAll=13231
Reward/Name/CustomGame_Hard_Meta,CustomGame_Hard_Meta /// CustomGame_Hard_Meta=13232
Reward/Name/CustomGame_Hard_Minutes,CustomGame_Hard_Minutes /// CustomGame_Hard_Minutes=13233
Reward/Name/CustomGame_Insane_10,CustomGame_Insane_10 /// CustomGame_Insane_10=13234
Reward/Name/CustomGame_Insane_100,CustomGame_Insane_100 /// CustomGame_Insane_100=13235
Reward/Name/CustomGame_Insane_25,CustomGame_Insane_25 /// CustomGame_Insane_25=13236
Reward/Name/CustomGame_Insane_3v3_AgainstRaces,CustomGame_Insane_3v3_AgainstRaces /// CustomGame_Insane_3v3_AgainstRaces=13237
Reward/Name/CustomGame_Insane_3v3_UsingRaces,CustomGame_Insane_3v3_UsingRaces /// CustomGame_Insane_3v3_UsingRaces=13238
Reward/Name/CustomGame_Insane_4v4_AgainstRaces,CustomGame_Insane_4v4_AgainstRaces /// CustomGame_Insane_4v4_AgainstRaces=13239
Reward/Name/CustomGame_Insane_4v4_UsingRaces,CustomGame_Insane_4v4_UsingRaces /// CustomGame_Insane_4v4_UsingRaces=13240
Reward/Name/CustomGame_Insane_50,CustomGame_Insane_50 /// CustomGame_Insane_50=13241
Reward/Name/CustomGame_Insane_FreeForAll,CustomGame_Insane_FreeForAll /// CustomGame_Insane_FreeForAll=13242
Reward/Name/CustomGame_Insane_FreeForAll_Portrait,Orlan /// Orlan=13243
Reward/Name/CustomGame_Insane_Meta,CustomGame_Insane_Meta /// CustomGame_Insane_Meta=13244
Reward/Name/CustomGame_Insane_Minutes,CustomGame_Insane_Minutes /// CustomGame_Insane_Minutes=13245
Reward/Name/CustomGame_Medium_FreeForAll,CustomGame_Medium_FreeForAll /// CustomGame_Medium_FreeForAll=13246
Reward/Name/CustomGame_Medium_Meta,CustomGame_Medium_Meta /// CustomGame_Medium_Meta=13247
Reward/Name/CustomGame_Medium_Minutes,CustomGame_Medium_Minutes /// CustomGame_Medium_Minutes=13248
Reward/Name/CustomGame_Outmatched_Hard_1v2,CustomGame_Outmatched_Hard_1v2 /// CustomGame_Outmatched_Hard_1v2=13249
Reward/Name/CustomGame_Outmatched_Hard_1v3,CustomGame_Outmatched_Hard_1v3 /// CustomGame_Outmatched_Hard_1v3=13250
Reward/Name/CustomGame_Outmatched_Hard_1v4,CustomGame_Outmatched_Hard_1v4 /// CustomGame_Outmatched_Hard_1v4=13251
Reward/Name/CustomGame_Outmatched_Insane_1v2,CustomGame_Outmatched_Insane_1v2 /// CustomGame_Outmatched_Insane_1v2=13252
Reward/Name/CustomGame_Outmatched_Insane_1v3,CustomGame_Outmatched_Insane_1v3 /// CustomGame_Outmatched_Insane_1v3=13253
Reward/Name/CustomGame_Outmatched_Insane_1v4,CustomGame_Outmatched_Insane_1v4 /// CustomGame_Outmatched_Insane_1v4=13254
Reward/Name/CustomGame_Outmatched_Medium_1v2,CustomGame_Outmatched_Medium_1v2 /// CustomGame_Outmatched_Medium_1v2=13255
